,Unnamed: 0,Unnamed: 0.1,count,hate_speech,offensive_language,neither,label,sentence1,H_yb,H_yx,correct_yx,predicted_label,PVI
33,33,33,3,0,3,0,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
34,34,34,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
35,35,35,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
36,36,36,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
37,37,37,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
38,38,38,3,0,2,1,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
39,39,39,3,0,3,0,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
40,40,40,3,0,1,2,2,pussy,2.5622959239099776,8.827747543949114,False,1,-6.265451620039136
41,41,41,3,0,3,0,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
42,42,42,3,0,3,0,1,hoe,0.3655191666162353,0.037636570539489766,True,1,0.3278825960767455
43,43,43,3,0,3,0,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
44,44,44,3,0,3,0,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
45,45,45,3,0,3,0,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
46,46,46,3,0,3,0,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
47,47,47,3,0,3,0,1,pussy     fucked,0.3655191666162353,0.020022330804829135,True,1,0.34549683581140617
48,48,48,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
49,49,49,3,1,2,0,1,hoes  niggas,0.3655191666162353,0.11053549250478385,True,1,0.25498367411145145
50,50,50,3,1,2,0,1,niggas   bitches,0.3655191666162353,0.11236678397026816,True,1,0.2531523826459671
51,51,51,3,0,3,0,1,niggas   hoes      bitches,0.3655191666162353,0.10428272706353062,True,1,0.2612364395527047
52,52,52,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
53,53,53,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
54,54,54,3,0,2,1,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
55,55,55,3,0,3,0,1,niggas      bitches,0.3655191666162353,0.11236678397026816,True,1,0.2531523826459671
56,56,56,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
57,57,57,3,0,3,0,1,hoe,0.3655191666162353,0.037636570539489766,True,1,0.3278825960767455
58,58,58,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
59,59,59,3,0,3,0,1,fuck  bitches,0.3655191666162353,0.02400408599599363,True,1,0.34151508062024166
60,60,60,3,0,2,1,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
61,61,61,3,0,3,0,1,fucking fag,0.3655191666162353,0.7401735675599003,True,1,-0.374654400943665
62,62,62,3,0,3,0,1,pussy             pussy,0.3655191666162353,0.01685077104995195,True,1,0.3486683955662833
63,63,63,3,0,0,3,2, ,2.5622959239099776,0.491595876211077,True,2,2.070700047698901
64,64,64,3,0,3,0,1,bitch   bitches,0.3655191666162353,0.016956568872521467,True,1,0.34856259774371384
65,65,65,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
66,66,66,3,0,1,2,2, ,2.5622959239099776,0.491595876211077,True,2,2.070700047698901
67,67,67,3,0,1,2,2, ,2.5622959239099776,0.491595876211077,True,2,2.070700047698901
68,68,68,3,0,3,0,1,bitch fuck,0.3655191666162353,0.03007198642236388,True,1,0.33544718019387143
69,69,69,3,1,2,0,1,Fuck    bitch  niggah,0.3655191666162353,0.13074881703963928,True,1,0.234770349576596
70,70,70,3,0,0,3,2, ,2.5622959239099776,0.491595876211077,True,2,2.070700047698901
71,71,71,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
72,72,72,3,0,3,0,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
73,73,73,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
74,74,74,3,1,2,0,1,fuck       faggots,0.3655191666162353,1.1219716392896564,False,0,-0.7564524726734211
75,75,75,3,0,1,2,2, ,2.5622959239099776,0.491595876211077,True,2,2.070700047698901
76,76,76,3,0,3,0,1, ,0.3655191666162353,2.0461587054817643,False,2,-1.6806395388655289
77,77,77,3,1,2,0,1,nigga        pussy,0.3655191666162353,0.09392937547406012,True,1,0.2715897911421752
78,78,78,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
79,79,79,3,1,2,0,1,nigga,0.3655191666162353,0.14637424238631525,True,1,0.21914492422992005
80,80,80,9,0,7,2,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
81,81,81,3,0,3,0,1,Bitches      niggas         niggas   bitches,0.3655191666162353,0.13613559473214434,True,1,0.22938357188409095
82,82,82,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
83,83,83,3,1,2,0,1,hoe,0.3655191666162353,0.037636570539489766,True,1,0.3278825960767455
84,84,84,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
85,85,85,3,2,1,0,0, ,4.197478211561481,4.422468483067307,False,2,-0.22499027150582673
86,86,87,3,0,3,0,1,faggot,0.3655191666162353,0.7660376510830091,True,1,-0.40051848446677385
87,87,88,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
88,88,89,3,0,3,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
89,89,90,3,3,0,0,0,beaner,4.197478211561481,1.232639609528559,True,0,2.9648386020329216
90,90,91,3,1,2,0,1,nigs,0.3655191666162353,0.033115797990463915,True,1,0.33240336862577136
91,91,92,6,1,5,0,1,bitch,0.3655191666162353,0.017536071373581406,True,1,0.34798309524265386
92,92,93,3,1,2,0,1,nigga    hoe       nigga,0.3655191666162353,0.12418166825323934,True,1,0.24133749836299595
93,93,94,3,0,3,0,1,bitches,0.3655191666162353,0.015830950842534195,True,1,0.34968821577370107
94,94,95,3,1,2,0,1,nig,0.3655191666162353,0.3373821443423381,True,1,0.028137022273897194
95,95,96,3,0,3,0,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
96,96,97,3,0,3,0,1,fuck  bitch,0.3655191666162353,0.03731638370962653,True,1,0.32820278290660876
97,97,98,3,0,3,0,1,retard,0.3655191666162353,0.32296786813623846,True,1,0.042551298479996835
98,98,99,3,0,3,0,1,hoes,0.3655191666162353,0.0217646280322571,True,1,0.3437545385839782
99,99,100,3,1,2,0,1,pussy,0.3655191666162353,0.01645409830028677,True,1,0.3490650683159485
100,100,101,3,0,3,0,1,nigga,0.3655191666162353,0.1463747182556905,True,1,0.21914444836054478
101,101,102,3,0,3,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
102,102,103,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
103,103,104,3,0,2,1,1,retard,0.3655191666162353,0.32298529403940407,True,1,0.04253387257683122
104,104,105,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
105,105,106,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
106,106,107,3,0,3,0,1,Pussy  pussy,0.3655191666162353,0.018840302761714663,True,1,0.3466788638545206
107,107,108,3,0,3,0,1,faggot,0.3655191666162353,0.7659493271096104,True,1,-0.4004301604933751
108,108,109,3,0,3,0,1,bitches            bitch,0.3655191666162353,0.01701817183654157,True,1,0.3485009947796937
109,109,110,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
110,110,111,3,3,0,0,0,fucking   hoe,4.197478211561481,4.576789688620601,False,1,-0.3793114770591206
111,111,112,3,0,3,0,1,fuck     bitches,0.3655191666162353,0.024008195402170508,True,1,0.34151097121406476
112,112,113,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
113,113,114,3,1,2,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
114,114,115,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
115,115,116,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
116,116,117,3,0,3,0,1,bitch   fuck,0.3655191666162353,0.030074357093619646,True,1,0.33544480952261563
117,117,118,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
118,118,119,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
119,119,120,3,0,1,2,2,pussy,2.5622959239099776,8.827609423089568,False,1,-6.26531349917959
120,120,121,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
121,121,122,3,0,3,0,1,fag,0.3655191666162353,0.6000732020795234,True,1,-0.23455403546328812
122,122,123,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
123,123,124,3,0,3,0,1,faggot,0.3655191666162353,0.7659493271096104,True,1,-0.4004301604933751
124,124,125,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
125,125,126,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
126,126,127,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
127,127,128,6,0,6,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
128,128,129,3,0,3,0,1,fuck,0.3655191666162353,0.06376025086636672,True,1,0.3017589157498686
129,129,130,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
130,130,131,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
131,131,132,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
132,132,133,3,0,3,0,1,fuck     pussy          fuck,0.3655191666162353,0.043347871527479404,True,1,0.32217129508875586
133,133,134,6,0,6,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
134,134,135,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
135,135,136,3,0,3,0,1,Bitch  Nigga   bitch,0.3655191666162353,0.11424377648516465,True,1,0.25127539013107064
136,136,137,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
137,137,138,6,0,6,0,1,bitches        bitch,0.3655191666162353,0.01701817183654157,True,1,0.3485009947796937
138,138,139,3,1,2,0,1,nigga      hoes,0.3655191666162353,0.09622009223360033,True,1,0.26929907438263495
139,139,141,3,1,2,0,1,niggas       bitches,0.3655191666162353,0.11236139249524547,True,1,0.25315777412098983
140,140,142,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
141,141,143,3,0,2,1,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
142,142,144,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
143,143,145,3,1,2,0,1,bitch   bitch,0.3655191666162353,0.019455774307950223,True,1,0.3460633923082851
144,144,146,3,0,3,0,1,fuck hoes,0.3655191666162353,0.028566431433799774,True,1,0.3369527351824355
145,145,147,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
146,146,148,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
147,147,149,3,0,2,1,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
148,148,150,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
149,149,151,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
150,150,152,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
151,151,153,6,0,6,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
152,152,154,4,0,4,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
153,153,155,3,0,3,0,1,bitch  niggas,0.3655191666162353,0.1074315220673319,True,1,0.25808764454890337
154,154,156,3,0,3,0,1,hoes          hoes  nig,0.3655191666162353,0.03961681136464783,True,1,0.32590235525158745
155,155,157,6,0,6,0,1,ho   fuck,0.3655191666162353,0.04634002010253733,True,1,0.31917914651369794
156,156,158,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
157,157,159,3,0,3,0,1,nigga    pussy  NIGGA,0.3655191666162353,0.1130935160738846,True,1,0.25242565054235067
158,158,160,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
159,159,161,3,0,2,1,1,ho,0.3655191666162353,1.0152055522535082,True,1,-0.6496863856372729
160,160,162,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
161,161,163,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
162,162,164,3,0,3,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
163,163,165,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
164,164,166,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
165,165,167,3,0,2,1,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
166,166,168,3,0,3,0,1,bitch     HOE,0.3655191666162353,0.02065374677984831,True,1,0.34486541983638697
167,167,169,3,0,3,0,1,pussy bitches,0.3655191666162353,0.016564999104895003,True,1,0.3489541675113403
168,168,170,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
169,169,171,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
170,170,172,3,0,3,0,1,hoes       niggas,0.3655191666162353,0.11053864902470095,True,1,0.25498051759153434
171,171,173,6,0,6,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
172,172,174,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
173,173,175,3,0,3,0,1,fucking,0.3655191666162353,0.19685476457802442,True,1,0.16866440203821087
174,174,176,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
175,175,177,3,0,3,0,1,Fuck  bitch,0.3655191666162353,0.047408392074631246,True,1,0.318110774541604
176,176,178,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
177,177,179,3,1,2,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
178,178,180,3,0,3,0,1,fucking  bitches,0.3655191666162353,0.029839942899858196,True,1,0.3356792237163771
179,179,181,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
180,180,182,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
181,181,183,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
182,182,184,3,0,3,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
183,183,185,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
184,184,186,3,3,0,0,0,niggers,4.197478211561481,0.9122196125594167,True,0,3.2852585990020637
185,185,187,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
186,186,188,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
187,187,189,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
188,188,190,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
189,189,191,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
190,190,192,3,0,0,3,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
191,191,193,3,1,2,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
192,192,194,3,0,3,0,1,pussy       pussy,0.3655191666162353,0.01685190207117181,True,1,0.34866726454506347
193,193,195,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
194,194,196,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
195,195,197,3,0,3,0,1,bitches      nigga,0.3655191666162353,0.07999250010286499,True,1,0.28552666651337033
196,196,198,6,0,0,6,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
197,197,199,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
198,198,200,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
199,199,201,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
200,200,202,3,1,2,0,1,bitch     nigga,0.3655191666162353,0.09712755644380308,True,1,0.2683916101724322
201,201,203,3,0,2,1,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
202,202,204,3,2,1,0,0,nigger,4.197478211561481,1.0135257504802293,True,0,3.183952461081251
203,203,205,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
204,204,206,3,2,1,0,0, ,4.197478211561481,4.422578663583991,False,2,-0.2251004520225104
205,205,207,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
206,206,208,6,0,5,1,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
207,207,209,3,0,3,0,1,niggers,0.3655191666162353,1.1528580431664173,False,0,-0.787338876550182
208,208,210,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
209,209,211,3,0,3,0,1,bitch  nigga,0.3655191666162353,0.09712755644380308,True,1,0.2683916101724322
210,210,212,3,0,3,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
211,211,213,3,0,3,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
212,212,214,3,0,3,0,1,Hoe      pussy,0.3655191666162353,0.01941515886274388,True,1,0.3461040077534914
213,213,215,3,0,3,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
214,214,216,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
215,215,217,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
216,216,218,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
217,217,219,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
218,218,220,6,0,6,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
219,219,221,6,3,2,1,0,fag,4.197478211561481,1.5957398766849407,False,1,2.60173833487654
220,220,222,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
221,221,223,3,0,1,2,2,hoes,2.5622959239099776,7.386842288071032,False,1,-4.824546364161054
222,222,224,3,1,2,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
223,223,225,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
224,224,226,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
225,225,227,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
226,226,228,3,1,2,0,1,niggas      bitch,0.3655191666162353,0.1243506571660432,True,1,0.24116850945019208
227,227,229,3,0,3,0,1,bitch      bitch fuck,0.3655191666162353,0.032457445966951784,True,1,0.3330617206492835
228,228,230,3,0,3,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
229,229,231,3,1,2,0,1,faggot,0.3655191666162353,0.7659493271096104,True,1,-0.4004301604933751
230,230,232,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
231,231,233,3,0,3,0,1,bitch          Bitch,0.3655191666162353,0.025282150835936122,True,1,0.3402370157802992
232,232,234,3,0,3,0,1,hoes     niggas,0.3655191666162353,0.11053864902470095,True,1,0.25498051759153434
233,233,235,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
234,234,236,3,0,3,0,1,hoes    niggas,0.3655191666162353,0.11053864902470095,True,1,0.25498051759153434
235,235,237,3,0,3,0,1,bitch          fuck,0.3655191666162353,0.030074357093619646,True,1,0.33544480952261563
236,236,238,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
237,237,239,3,0,3,0,1,hoe,0.3655191666162353,0.037640718960852304,True,1,0.327878447655383
238,238,240,6,0,6,0,1,hoes       nigga,0.3655191666162353,0.1030013769013866,True,1,0.2625177897148487
239,239,241,3,0,3,0,1,fuck  bitch,0.3655191666162353,0.03731638370962653,True,1,0.32820278290660876
240,240,242,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
241,241,243,3,0,1,2,2,bitch,2.5622959239099776,9.84006154584734,False,1,-7.277765621937362
242,242,244,3,0,3,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
243,243,245,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
244,244,246,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
245,245,247,3,0,3,0,1,bitches,0.3655191666162353,0.015831385543198472,True,1,0.34968778107303683
246,246,248,3,0,2,1,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
247,247,250,3,0,1,2,2,ho,2.5622959239099776,1.0798957013363992,False,1,1.4824002225735784
248,248,251,3,0,1,2,2,ho,2.5622959239099776,1.0798957013363992,False,1,1.4824002225735784
249,249,252,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
250,250,253,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
251,251,254,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
252,252,255,3,1,2,0,1,fags,0.3655191666162353,0.8934589437139525,True,1,-0.5279397770977172
253,253,256,3,0,3,0,1,bitch  bitch,0.3655191666162353,0.019455774307950223,True,1,0.3460633923082851
254,254,257,3,0,3,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
255,255,258,3,0,3,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
256,256,259,3,1,2,0,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
257,257,260,3,1,2,0,1,faggot bitch,0.3655191666162353,0.5265495213409462,True,1,-0.16103035472471094
258,258,261,3,0,3,0,1,faggot,0.3655191666162353,0.7659493271096104,True,1,-0.4004301604933751
259,259,262,3,0,1,2,2, ,2.5622959239099776,0.4915420750484703,True,2,2.070753848861507
260,260,263,3,2,1,0,0,nigger,4.197478211561481,1.0135257504802293,True,0,3.183952461081251
261,261,264,3,0,2,1,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
262,262,265,3,0,3,0,1,pussy,0.3655191666162353,0.01645601181051943,True,1,0.34906315480571587
263,263,266,3,0,3,0,1,hoes,0.3655191666162353,0.02176401694335457,True,1,0.34375514967288073
264,264,267,3,0,2,1,1, ,0.3655191666162353,2.0462959768456592,False,2,-1.6807768102294238
265,265,268,3,1,2,0,1,BITCH       fuck      hoe,0.3655191666162353,0.04476027657528087,True,1,0.3207588900409544
266,266,269,3,0,3,0,1,bitch        bitch,0.3655191666162353,0.019455774307950223,True,1,0.3460633923082851
267,267,270,3,0,3,0,1,bitch,0.3655191666162353,0.017533895301847853,True,1,0.34798527131438745
