,Unnamed: 0,Unnamed: 0.1,count,hate_speech,offensive_language,neither,label,sentence1,H_yb,H_yx,correct_yx,PVI
72,72,72,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
73,73,73,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
74,74,74,3,1,2,0,1,fuck       faggots,0.30721350593344615,1.7327193774576848,False,-1.4255058715242386
75,75,75,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
76,76,76,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
77,77,77,3,1,2,0,1,nigga        pussy,0.30721350593344615,0.09741529827559903,True,0.20979820765784712
78,78,78,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
79,79,79,3,1,2,0,1,nigga,0.30721350593344615,0.28797549450511306,True,0.01923801142833309
80,80,80,9,0,7,2,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
81,81,81,3,0,3,0,1,Bitches      niggas         niggas   bitches,0.30721350593344615,0.03551017778717109,True,0.27170332814627507
82,82,82,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
83,83,83,3,1,2,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
84,84,84,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
85,85,85,3,2,1,0,0, ,4.538348699345094,4.768704245418104,False,-0.23035554607301023
86,86,87,3,0,3,0,1,faggot,0.30721350593344615,0.7749419040255335,True,-0.4677283980920874
87,87,88,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
88,88,89,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
89,89,90,3,3,0,0,0,beaner,4.538348699345094,1.2074054852633234,True,3.3309432140817705
90,90,91,3,1,2,0,1,nigs,0.30721350593344615,0.1928649376600244,True,0.11434856827342174
91,91,92,6,1,5,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
92,92,93,3,1,2,0,1,nigga    hoe       nigga,0.30721350593344615,0.27482536442914995,True,0.0323881415042962
93,93,94,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
94,94,95,3,1,2,0,1,nig,0.30721350593344615,0.3575864338058176,True,-0.050372927872371465
95,95,96,3,0,3,0,1,hoes,0.30721350593344615,0.02492794760480302,True,0.2822855583286431
96,96,97,3,0,3,0,1,fuck  bitch,0.30721350593344615,0.020794283150402982,True,0.28641922278304316
97,97,98,3,0,3,0,1,retard,0.30721350593344615,0.34093633442170684,True,-0.03372282848826069
98,98,99,3,0,3,0,1,hoes,0.30721350593344615,0.02492794760480302,True,0.2822855583286431
99,99,100,3,1,2,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
100,100,101,3,0,3,0,1,nigga,0.30721350593344615,0.28797570448317944,True,0.01923780145026671
101,101,102,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
102,102,103,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
103,103,104,3,0,2,1,1,retard,0.30721350593344615,0.340936552251227,True,-0.033723046317780836
104,104,105,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
105,105,106,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
106,106,107,3,0,3,0,1,Pussy  pussy,0.30721350593344615,0.012167949068115443,True,0.2950455568653307
107,107,108,3,0,3,0,1,faggot,0.30721350593344615,0.7749419040255335,True,-0.4677283980920874
108,108,109,3,0,3,0,1,bitches            bitch,0.30721350593344615,0.014749473443750102,True,0.29246403248969605
109,109,110,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
110,110,111,3,3,0,0,0,fucking   hoe,4.538348699345094,5.531974881038177,False,-0.9936261816930827
111,111,112,3,0,3,0,1,fuck     bitches,0.30721350593344615,0.01628389302077538,True,0.2909296129126708
112,112,113,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
113,113,114,3,1,2,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
114,114,115,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
115,115,116,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
116,116,117,3,0,3,0,1,bitch   fuck,0.30721350593344615,0.021619719910972893,True,0.28559378602247326
117,117,118,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
118,118,119,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
119,119,120,3,0,1,2,2,pussy,2.748903812243346,10.1986694642714,False,-7.449765652028055
120,120,121,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
121,121,122,3,0,3,0,1,fag,0.30721350593344615,0.6212710864165116,True,-0.3140575804830655
122,122,123,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
123,123,124,3,0,3,0,1,faggot,0.30721350593344615,0.7749419040255335,True,-0.4677283980920874
124,124,125,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
125,125,126,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
126,126,127,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
127,127,128,6,0,6,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
128,128,129,3,0,3,0,1,fuck,0.30721350593344615,0.10356799468424245,True,0.20364551124920371
129,129,130,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
130,130,131,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
131,131,132,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
132,132,133,3,0,3,0,1,fuck     pussy          fuck,0.30721350593344615,0.0381824110705171,True,0.26903109486292903
133,133,134,6,0,6,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
134,134,135,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
135,135,136,3,0,3,0,1,Bitch  Nigga   bitch,0.30721350593344615,0.057291500088221856,True,0.24992200584522428
136,136,137,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
137,137,138,6,0,6,0,1,bitches        bitch,0.30721350593344615,0.013819863309485429,True,0.2933936426239607
138,138,139,3,1,2,0,1,nigga      hoes,0.30721350593344615,0.06063744264852014,True,0.246576063284926
139,139,141,3,1,2,0,1,niggas       bitches,0.30721350593344615,0.05923020160424951,True,0.24798330432919663
140,140,142,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
141,141,143,3,0,2,1,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
142,142,144,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
143,143,145,3,1,2,0,1,bitch   bitch,0.30721350593344615,0.0162380619187444,True,0.29097544401470177
144,144,146,3,0,3,0,1,fuck hoes,0.30721350593344615,0.011816343700610028,True,0.29539716223283613
145,145,147,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
146,146,148,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
147,147,149,3,0,2,1,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
148,148,150,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
149,149,151,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
150,150,152,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
151,151,153,6,0,6,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
152,152,154,4,0,4,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
153,153,155,3,0,3,0,1,bitch  niggas,0.30721350593344615,0.06762005275089028,True,0.23959345318255587
154,154,156,3,0,3,0,1,hoes          hoes  nig,0.30721350593344615,0.11275660382052978,True,0.19445690211291639
155,155,157,6,0,6,0,1,ho   fuck,0.30721350593344615,0.07884142448317437,True,0.22837208145027177
156,156,158,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
157,157,159,3,0,3,0,1,nigga    pussy  NIGGA,0.30721350593344615,0.3350610361012422,True,-0.027847530167796064
158,158,160,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
159,159,161,3,0,2,1,1,ho,0.30721350593344615,0.5042464473982458,True,-0.1970329414647996
160,160,162,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
161,161,163,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
162,162,164,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
163,163,165,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
164,164,166,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
165,165,167,3,0,2,1,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
166,166,168,3,0,3,0,1,bitch     HOE,0.30721350593344615,0.033288880786676134,True,0.27392462514677
167,167,169,3,0,3,0,1,pussy bitches,0.30721350593344615,0.005686879135579707,True,0.30152662679786646
168,168,170,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
169,169,171,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
170,170,172,3,0,3,0,1,hoes       niggas,0.30721350593344615,0.07764834287621608,True,0.22956516305723007
171,171,173,6,0,6,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
172,172,174,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
173,173,175,3,0,3,0,1,fucking,0.30721350593344615,0.10726228019266357,True,0.19995122574078258
174,174,176,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
175,175,177,3,0,3,0,1,Fuck  bitch,0.30721350593344615,0.023409919131022246,True,0.2838035868024239
176,176,178,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
177,177,179,3,1,2,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
178,178,180,3,0,3,0,1,fucking  bitches,0.30721350593344615,0.030093410407774836,True,0.2771200955256713
179,179,181,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
180,180,182,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
181,181,183,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
182,182,184,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
183,183,185,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
184,184,186,3,3,0,0,0,niggers,4.538348699345094,0.531918309508652,True,4.006430389836442
185,185,187,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
186,186,188,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
187,187,189,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
188,188,190,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
189,189,191,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
190,190,192,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
191,191,193,3,1,2,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
192,192,194,3,0,3,0,1,pussy       pussy,0.30721350593344615,0.01278968953536563,True,0.2944238163980805
193,193,195,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
194,194,196,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
195,195,197,3,0,3,0,1,bitches      nigga,0.30721350593344615,0.06373769192491607,True,0.24347581400853008
196,196,198,6,0,0,6,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
197,197,199,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
198,198,200,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
199,199,201,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
200,200,202,3,1,2,0,1,bitch     nigga,0.30721350593344615,0.07093640952955084,True,0.23627709640389533
201,201,203,3,0,2,1,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
202,202,204,3,2,1,0,0,nigger,4.538348699345094,0.9801193466421821,True,3.5582293527029116
203,203,205,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
204,204,206,3,2,1,0,0, ,4.538348699345094,4.768704245418104,False,-0.23035554607301023
205,205,207,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
206,206,208,6,0,5,1,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
207,207,209,3,0,3,0,1,niggers,0.30721350593344615,1.77938461463483,False,-1.4721711087013838
208,208,210,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
209,209,211,3,0,3,0,1,bitch  nigga,0.30721350593344615,0.07493848134553253,True,0.2322750245879136
210,210,212,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
211,211,213,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
212,212,214,3,0,3,0,1,Hoe      pussy,0.30721350593344615,0.04321796885961282,True,0.26399553707383333
213,213,215,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
214,214,216,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
215,215,217,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
216,216,218,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
217,217,219,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
218,218,220,6,0,6,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
219,219,221,6,3,2,1,0,fag,4.538348699345094,1.5772276290826157,False,2.961121070262478
220,220,222,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
221,221,223,3,0,1,2,2,hoes,2.748903812243346,6.436245008996035,False,-3.687341196752689
222,222,224,3,1,2,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
223,223,225,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
224,224,226,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
225,225,227,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
226,226,228,3,1,2,0,1,niggas      bitch,0.30721350593344615,0.07453212384633055,True,0.23268138208711558
227,227,229,3,0,3,0,1,bitch      bitch fuck,0.30721350593344615,0.0386767854967796,True,0.26853672043666654
228,228,230,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
229,229,231,3,1,2,0,1,faggot,0.30721350593344615,0.7749419040255335,True,-0.4677283980920874
230,230,232,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
231,231,233,3,0,3,0,1,bitch          Bitch,0.30721350593344615,0.057094489864426744,True,0.25011901606901943
232,232,234,3,0,3,0,1,hoes     niggas,0.30721350593344615,0.07780461653914109,True,0.22940888939430507
233,233,235,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
234,234,236,3,0,3,0,1,hoes    niggas,0.30721350593344615,0.07792596264334506,True,0.2292875432901011
235,235,237,3,0,3,0,1,bitch          fuck,0.30721350593344615,0.025352511830210905,True,0.28186099410323523
236,236,238,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
237,237,239,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
238,238,240,6,0,6,0,1,hoes       nigga,0.30721350593344615,0.12782019182933435,True,0.1793933141041118
239,239,241,3,0,3,0,1,fuck  bitch,0.30721350593344615,0.020794283150402982,True,0.28641922278304316
240,240,242,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
241,241,243,3,0,1,2,2,bitch,2.748903812243346,10.20881156972398,False,-7.459907757480635
242,242,244,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
243,243,245,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
244,244,246,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
245,245,247,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
246,246,248,3,0,2,1,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
247,247,250,3,0,1,2,2,ho,2.748903812243346,1.9035621452593565,False,0.8453416669839893
248,248,251,3,0,1,2,2,ho,2.748903812243346,1.9035621452593565,False,0.8453416669839893
249,249,252,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
250,250,253,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
251,251,254,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
252,252,255,3,1,2,0,1,fags,0.30721350593344615,1.0886802502502224,False,-0.7814667443167762
253,253,256,3,0,3,0,1,bitch  bitch,0.30721350593344615,0.016018579821438044,True,0.2911949261120081
254,254,257,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
255,255,258,3,0,3,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
256,256,259,3,1,2,0,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
257,257,260,3,1,2,0,1,faggot bitch,0.30721350593344615,0.1785759457693745,True,0.12863756016407166
258,258,261,3,0,3,0,1,faggot,0.30721350593344615,0.7749419040255335,True,-0.4677283980920874
259,259,262,3,0,1,2,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
260,260,263,3,2,1,0,0,nigger,4.538348699345094,0.9801193466421821,True,3.5582293527029116
261,261,264,3,0,2,1,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
262,262,265,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
263,263,266,3,0,3,0,1,hoes,0.30721350593344615,0.024928035094863375,True,0.2822854708385828
264,264,267,3,0,2,1,1, ,0.30721350593344615,1.6418458294355935,False,-1.3346323235021473
265,265,268,3,1,2,0,1,BITCH       fuck      hoe,0.30721350593344615,0.01793835285708429,True,0.28927515307636187
266,266,269,3,0,3,0,1,bitch        bitch,0.30721350593344615,0.018826363363537227,True,0.28838714256990894
267,267,270,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
268,268,271,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
269,269,272,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
270,270,273,3,0,3,0,1,bitches     hoes,0.30721350593344615,0.009373774222000806,True,0.29783973171144534
271,271,274,3,0,3,0,1,pussy,0.30721350593344615,0.005929316836953162,True,0.301284189096493
272,272,275,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
273,273,276,3,0,3,0,1,fuck  bitch,0.30721350593344615,0.020794283150402982,True,0.28641922278304316
274,274,277,3,0,0,3,2, ,2.748903812243346,0.6374017157362566,True,2.111502096507089
275,275,278,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
276,276,279,3,0,3,0,1,hoe,0.30721350593344615,0.006544918650073551,True,0.3006685872833726
277,277,280,3,0,3,0,1,bitch,0.30721350593344615,0.010970934022762037,True,0.2962425719106841
278,278,281,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
279,279,283,3,0,3,0,1,bitches,0.30721350593344615,0.006483156613885228,True,0.30073034931956094
