,annotator,label,stars,sentence1
149,cj99,1,,"more important be It careful to for you the more eat you, is."
150,cj99,1,,"important, to be. careful eat you more the is It more"
151,cj99,0,*,quickly can the question imagine well answering Mary. I
152,cj99,0,?*,Mary a the destroying imagine well hatch Jeep with I can.et
153,cj99,0,?*,"getting he. more I can well if him, fat imagine eats"
154,cj99,0,*,"if, entirely getsrates not Mary depressed It G to listen she the, obvious is.ful Dead"
155,cj99,0,*,", G obviousrate It listen Mary not Dead the entirelyful is.s, gets she to whether depressed"
156,cj99,1,,Deadful G torate. gets Mary depressed listen thes and she
157,cj99,1,,"If Deadful, to she. depressed Mary listenrate G getss the"
158,cj99,1,,",. the listen to Deads she gets Grate Mary Whenful depressed"
159,cj99,1,,depressed listen G the if getsrate Mary.s Dead sheful to
160,cj99,1,,Mary depressed listen getssrate when. she to Deadful G the
161,cj99,1,,"Mary pictures she. at lookedrier The got moreg an, the"
162,cj99,0,*,"looked at she gotrier an and Maryrier The an more,gg. pictures"
163,cj99,1,,listen to Mary the Dead G.ful ands she depressedrate gets
164,cj99,1,,"the the are. lower expectations stakes The his are, higher"
165,cj99,1,,". lower his the The the, expectations higher stakes"
166,cj99,1,,"His expectations are stakes the higher,. the lower"
167,cj99,1,,". the the His, higher expectations stakes are are lower"
168,cj99,0,*,"lower, the. expectations the stakes higher His"
169,cj99,0,*,"the His lower the. are, stakes higher expectations"
170,cj99,1,,"##xious Fred attention ono is pay more lessb to. you should the, The him"
171,cj99,0,*,"attention to The payno the o less Fredxiousb should, him more. you"
172,cj99,1,,"youb o shouldxious the pay The is, to Fredno more him less. attention"
173,cj99,0,*,". less The to you the,no attentionxious him should o Fredb pay more"
174,cj99,1,,His. than lower are mine expectations always
175,cj99,1,,Fredb than more John. ono lots was wasxious
176,cj99,1,,"be no You should, matter lock door might how always your hotel. the fancy"
177,cj99,1,,"always how should fancy no, matter hotel You door your lock. the"
178,cj99,1,,"to lock'don t. hotel, no matter I door this fancy how plan the is"
179,cj99,0,*,"plan'hotel door this no. t fancy don, I lock the matter how to"
180,cj99,1,,"going '. I, weather out the whatever m"
181,cj99,1,,". I wherever hurricane be, out m'might going that"
182,cj99,0,*,"that I going'wherever out. m hurricane,"
183,cj99,1,,her to believe examples I Mary says more Fred Bill the less The helped discover. that has
184,cj99,0,*,the food knows eats Mary poor The man a she moreer gets that.
185,cj99,0,*,goes fat when more eats the heter gets doctor to a The he. he
186,cj99,0,*,"botherters the more The he him eats he, that that fat gets."
187,cj99,0,*,"will he, more more The give ask reads he whom to books. I the"
188,cj99,0,*,ask. more he people The to give he will I what reads more the
189,cj99,1,,. carefully safer he letter the'll the The be words more he
190,cj99,0,*,man knows he ll a the he The more theed be letter carefully word that. safer '
191,cj99,1,,"he meets The gets,rier theg. genius John an morees"
192,cj99,0,*,"the gets. heg, geniusrier Thees an John more meets"
193,cj99,1,,"will happier more ', the ll I people buy tickets. you The say be"
194,cj99,0,*,"you buy The happier be say.'people will the I that tickets more ll,"
195,cj99,1,,"' be that the The show more you happier, tickets the right after people will I ll say opens. buy"
196,cj99,1,,"the inclined to talk to about The taught linguistics I has more I Sally am,. think him less appreciate Joe to"
197,cj99,0,*,"eats he woman, poor a The that more gets knows heer. the"
198,cj99,0,*,"gets eats The when heter he doctor, a the to fat. he more goes"
199,cj99,0,*,"he bothers fat that gets eats me that more The. the,ter he really"
200,cj99,0,*,"will the wonder to, he. more reads give whom books more I he The"
201,cj99,0,*,", I more The. he people the wonder give reads more he what to will"
202,cj99,0,*,"a, will carefully word the letter that the I The sooner you man. know call more"
203,cj99,1,,"meets gets the Thees more genius Johner, rich John."
204,cj99,0,*,"gets. the geniuseser John, meets he The rich more"
205,cj99,1,,", reads go people. articles The will more fewer into he thinks linguistics he the"
206,cj99,0,*,", The go will more into thinks he. articles linguistics he people the that fewer reads"
207,cj99,1,,"that he more into he The, the the. will linguistics go current fewer under articles people thinks circumstances reads"
208,cj99,1,,"linguistics current he go articles thinks under. the The, more circumstances the reads he into people will fewer"
209,cj99,1,,"gets. people The it that, more louder arrive the that"
210,cj99,1,,"that, arrive The people gets more. louder the it"
211,cj99,1,,"sick to more., get The the give people people beer that more you"
212,cj99,1,,"the The to more get give beer people you more. sick that that people,"
213,cj99,1,,"gets it The people that,. more louder arrive the"
214,cj99,1,,"the it,. louder gets more people arrive The"
215,cj99,1,,"get more beer sick you people, the to that people give The more."
216,cj99,0,*,. more the that arrogant he buys more he The of pictures John becomes
217,cj99,1,,. he arrogant himself the pictures of that The more becomes John more buys
218,cj99,1,,that my brother arrived The. on train was the man
219,cj99,0,*,. the brother man The arrived my was on train
220,cj99,0,*,". the The likes people pays, we are more everyone who to all attention happier"
221,cj99,0,*,"more the, The pays to attention gets likes people everyone. later who it"
222,cj99,1,,"##s the Bill hates more him. all Whenever, Susan smoke"
223,cj99,1,,"more Whenevers much him Susan, smoke. Bill hates"
224,cj99,1,,"##s, smoke. hates Bill more Whenever Susan him far"
225,cj99,1,,"Whenever more Susan lot,. Bill hims smoke hates a"
226,cj99,1,,"became Janetier all the c, Once Fredraz. left"
227,cj99,1,,"became, Fred much left cier Once Janetraz."
228,cj99,1,,"##ier far c Fred became Once left. Janet,raz"
229,cj99,1,,"##razier Janet often more Fred. became c, all the the left"
230,cj99,1,,"the does him, more When. Susan smoke all hates Bill"
231,cj99,0,*,"When mores, does hate. smoke Bill him much Susan"
232,cj99,0,*,"When. hates smokes more him all the Susan Bill,"
233,cj99,1,,eat. So that much did you gasped everyone
234,cj99,1,,that did everyone run So fast. gasped you
235,cj99,1,,dog a gasped intelligent you So did that everyone. buy
236,cj99,1,,how ate I. much you know
237,cj99,1,,I. how ran you fast know
238,cj99,1,,dog you how intelligent know a. bought I
239,cj99,1,,. he that He much so got ate sick
240,cj99,1,,much eat So got. sick did that he he
241,cj99,1,,"The more the want eat you, more you."
242,cj99,0,*,"want You you the the eat. more more,"
243,cj99,0,*,". The, the you more more eat want you"
244,cj99,0,*,how much wonder ate I you.
245,cj99,1,,Bill people how talks many wonder. to I
246,cj99,1,,"an to The., has theg gets wait longerrier John he"
247,cj99,1,,"has If to John wait angry. he gets,"
248,cj99,0,*,"to He gets longer wait the John. has, angry"
249,cj99,0,*,gets John. angry to if wait He has
250,cj99,1,,"the pictures more that appear of him news The the embarrassed more, John becomes in."
251,cj99,1,,"pictures in becomes. appear, more the more that embarrassed John the of news himself The"
252,cj99,1,,"embarrassed The appear, more. the in news becomes himself John more pictures that of the"
253,cj99,1,,"appear The more to the more John. in him is get of news likely, pictures the arrested"
254,cj99,0,*,"John pictures likely to arrested. of appear The more the news himself more the in is, get"
255,cj99,1,,"appear the the of, news John The more that. get pictures him is in arrested more to likely"
256,cj99,0,*,"arrested get the is news of more in himself the appear The, likely that pictures to more. John"
257,cj99,1,,"him the seem by in news, John more gets stories to that The them show the more that about. upset up"
258,cj99,0,*,"news that show The them himself seem John. upset that about gets by stories the to more the up more, in"
259,cj99,1,,"appear more pictures,. in more the news of embarrassed is John the him"
260,cj99,1,,"pictures the is John of. the that news appear, embarrassed him more more in"
261,cj99,1,,", pictures the. news the of himself embarrassed is John in more appear more"
262,cj99,1,,"news more embarrassed the. John appear more in that is himself, the of pictures"
263,cj99,1,,"them Stories on seem more more John. the about evening to him news upset gets by show the that up,"
264,cj99,0,*,"upset to about by up more himself evening seem on John the Stories, the show more. them that news gets"
265,cj99,1,,"##um opportunity enough senator corruption you. If to, give every willccb him su"
266,cj99,1,,giveum opportunity You willccb. every su senator to corruption and enough him
267,cj99,0,*,"every surebed. enough him and tocc opportunity,um gave su senator corruption enough, We"
268,cj99,1,,"If.b you to opportunity corruption any senatorcc, su will enough he giveum"
269,cj99,1,,##um and You tocc any corruption he. opportunity enough sub senator will give
270,cj99,0,*,everyb he senatorum succ You. give enough will to corruption and opportunity
271,cj99,0,*,"##cc gave he,. any to We su senator andum opportunity enough,bed sure corruption enough"
272,cj99,0,*,"corruption. opportunity Weum every gave, and senator enoughcc sure he to enoughbed su,"
273,cj99,1,,"##ists more senator to talks corrupt seems to become The lobby every he,. more the"
274,cj99,1,,"him moree and. The susceptible to the corruption wine is every din lobby,ists more senator"
275,cj99,0,*,"the corruption The to su thatbs he likely more with spends senatorcc lobbyumists, time. every more"
276,cj99,1,,"senator more. corrupt talks he becomes Every lobby the to, moreists"
277,cj99,1,,"Any theists, talks senator. more to corrupt more he lobby becomes"
278,cj99,0,*,"more to any become senator more to the corrupt lobby. talks, seemsists He"
279,cj99,0,*,"to become. more to senator He every lobby, more seems corrupt the talksists"
280,cj99,1,,"seems become, Every corruptists to. if more to more lobby he senator talks"
281,cj99,1,,"become heists seems more if. senator, lobby more to corrupt to Any talks"
282,cj99,1,,".ists to corrupt, to he more senator more lobby become as Any seems talks"
283,cj99,0,*,", lobby talks senator become to corrupt any more more seemsists. if He to"
284,cj99,0,*,",ists more corrupt lobby more. to every if senator seems to become He talks"
285,cj99,0,*,"lobbyists become corrupt talks as, He more. senator to more every seems to"
286,cj99,0,*,"lobby to more more senator talks any to He asists seems corrupt, become."
287,cj99,1,,"sooner solve corporate'this at The problem folks easily you ll up the more headquarters satisfy you,. the"
288,cj99,1,,solve which at you of sooner the sort the the is the headquarters up more satisfy. ll This'easily folks problem corporate you
289,cj99,1,,"The of are the. this you headquarters corporate who sooner at people more satisfy problem easily sort the ll you up folks the'solve,"
290,cj99,1,,"more'headquarters This the up at solve the the problem ll folks satisfy you corporate sooner easily., you"
291,cj99,1,,you friends of of Who give did pictures to?
292,cj99,1,,you'It satisfy corporate is ll the at problem more easily folks sooner the. the headquarters that this solve up you
293,cj99,0,?*,"more is you up. satisfy ll the the this'solve problem sooner corporate headquarters at, easily folks the who It you"
294,cj99,0,*,"folks Which headquarters you easily you? corporate the solve up will problem satisfy at, sooner more the the"
295,cj99,0,*,", solve Which at corporate the that'does folks up ll you the satisfy headquarters you the problem sooner easily more?"
296,cj99,0,*,"Which at solve you the problem easily the headquarters you the? more folks up, sooner corporate satisfy will that"
297,cj99,0,*,"The rains harder faster runs who the?, it"
298,cj99,0,*,"Theg get who, yourier an louder the? talks"
299,cj99,1,,"the that faster in do? harder much river it The how, flow see rains you a"
300,cj99,1,,"corporate quicker which to sooner solve at problem They failed headquarters, the up me I. the the folks tell"
301,cj99,0,??,"which enough free I problem at worked, people of get to solve ll quicker ask up the. headquarters this sooner courage up corporate I the finally I '"
302,cj99,0,??,"buzz solve think able that up to the folks the, sooner tell headquarters? t you off'you this problem corporate to ll you quicker at Which do be"
303,cj99,0,??,the problem to corporate if ll at headquarters is able'be a to folks that off solve buzz you. tell you This up
304,cj99,1,,is. buzz you up problem This headquarters a corporate at folks to it able solve ll the to if you'that off be tell
305,cj99,0,??,that is folks up able you corporate This'solve to problem it at you ll buzz and a. headquarters to off be the tell
306,cj99,0,??,be'the that problem folks able. you and put ice just Those this ll on solve are them you to
307,cj99,0,??,"more to which solve competition I ll the problem easily sooner tell the.'me They, I beat failed"
308,cj99,0,??,"that competition the more This, is'beat the sooner problem the solve you. ll you easily"
309,bc01,1,,the John the man in room. saw
310,bc01,1,,in see Which John man room the did?
311,bc01,1,,John Who that think Mary? that liked everybody that suspected Bill claimed did
312,bc01,1,,could not. John Sally visit
313,bc01,1,,could not John is. visit Sally do What
314,bc01,1,,' t visit couldn John. Sally
315,bc01,1,,Why leave did? John
316,bc01,1,,. ball the hit I
317,bc01,1,,ball You the hit.
318,bc01,0,*,He the ball. hit
319,bc01,0,*,She hit. the ball
320,bc01,1,,ball. the hit They
321,bc01,0,*,I going Am? not
322,bc01,1,,I. am not going
323,bc01,1,,going'I t? Aren
324,bc01,0,*,t I. going aren '
325,bc01,1,,"is Louise'she t, unhappy? isn"
326,bc01,1,,"being, happy Louise not'she doesn likes? t"
327,bc01,1,,"did books? Not they fire many, the survived"
328,bc01,1,,"? did books survived, they No the fire"
329,bc01,1,,"paid hasn?, taxes t has he He'often"
330,bc01,1,,"pay He he? taxes t can can ',"
331,bc01,1,,does see him not. She
332,bc01,1,,kept not him She. seeing
333,bc01,1,,could She not have working. been
334,bc01,0,*,left not. Marianne
335,bc01,0,*,left. Marianne not
336,bc01,1,,not could been working have. He
337,bc01,1,,He been have cannot working.
338,bc01,1,,can have simply. He not been working
339,bc01,1,,not You must. simply not work
340,bc01,1,,may not. He working have not just been
341,bc01,1,,t have He can.'working been
342,bc01,1,,he been Can have working? t '
343,bc01,1,,he not have? been working Can
344,bc01,0,*,not have working? he been Can
345,bc01,1,,. John books wrote
346,bc01,0,*,John. write books
347,bc01,0,*,wrote John books.
348,bc01,1,,John. books not did write
349,bc01,0,*,. nice John is that seems
350,bc01,1,,"` I so'happy. am'John `, thought"
351,bc01,1,,the down rolled. hill John
352,bc01,0,*,Mary. often kisses John
353,bc01,1,,. John often kisses Mary
354,bc01,1,,think said? likes do you John Mary Who
355,bc01,0,?*,ask? Mary Who did knows John you whether likes why
356,bc01,1,,that said Mary likes John do? think Who you that
357,bc01,0,*,solved Mary the do you? wonder whether problem How
358,bc01,1,,solved How that think Mary the? problem do you
359,bc01,0,*,do you that solved John problem wonder How? whether said the Mary
360,bc01,0,*,? John Mary problem whether you How do said wonder the solved
361,bc01,0,??,Mary whether problem you said John that solved Which? do wonder
362,bc01,1,,solved the? Mary did problem think How you that
363,bc01,1,,hired someone. Mary
364,bc01,1,,heard someone hired that. Mary I
365,bc01,1,,hired someone Mary because. resigned I
366,bc01,1,,of wondered picture saw himself Bill Mary? which
367,bc01,1,,of likes picture Susan Which himself think said that does John? that Mary
368,bc01,0,*,thinks that Susan John himself likes that of Mary? pictures said
369,bc01,1,,"himself pictures, John of said that? likes Mary that thinks Susan"
370,bc01,1,,"will the you donman If'me t? believe weather, you"
371,bc01,1,,"did I up and rolled newspaper? a magazine Lynn, a"
372,bc01,1,,"met buteor t'doesn likes she astronomyology, Kathy?"
373,bc01,1,,AssistantA and prove proved Smith The guilty willA Jones D. D the
374,bc01,1,,", will Mary believe. you will Susan Bob and"
375,bc01,1,,will not. believe me might you Bob but You
376,bc01,0,*,. You believe will Bob
377,bc01,1,,the problem How did solve you?
378,bc01,1,,could I the problem who this. wonder in way solve
379,bc01,0,*,could wonder you solve who. do How this problem
380,bc01,1,,will No for how predict many candidate can him people. vote
381,bc01,1,,politician the Every when. attacking him is worried press starts
382,bc01,1,,supported appointed politician who? the journalist him Which
383,bc01,0,*,was was he The inadequate that fact that no shows elected candidate.
384,bc01,1,,"V books records Bill sells. buys, Mary and John newspapers"
385,bc01,1,,the of met John question who Mary. whether support worries people The
386,bc01,1,,. left They have
387,bc01,1,,left they Have?
388,bc01,1,,they have left? Could
389,bc01,1,,seen often Mary. He has
390,bc01,1,,often. Mary He I sees
391,bc01,0,*,Mary sees He often.
392,bc01,0,*,often Mary he See?s I
393,bc01,1,,it will likely John is seems It that win that.
394,bc01,1,,to It. that John seems likely is win
395,bc01,1,,win John seems. to be likely to
396,bc01,0,*,likely John win is that to seems. it
397,bc01,0,*,seems win John. will
398,bc01,0,*,? problem wonder which you to solve do How
399,bc01,1,,intelligent you do How consider? John
400,bc01,0,??,do I many you How people? consider whether wonder intelligent
401,bc01,0,*,do consider you How I whether? intelligent wonder John
402,bc01,0,*,the to do you hell? how wonder What say
403,bc01,1,,has He left.
404,bc01,1,,. is nice book His
405,bc01,1,,him. Bill saw
406,bc01,1,,. works with him Bill
407,bc01,1,,believes a him nice to be guy. John
408,bc01,1,,John him considers a guy nice.
409,bc01,1,,be a mistake. that would do For to him
410,bc01,1,,"With the him in. is trouble, team sick"
411,bc01,0,*,in be to man A garden the unlikely is.
412,bc01,0,*,A man unlikely. to come is
413,bc01,0,*,John unlikely. call be to would
414,bc01,0,*,be at surprising This arrived conclusion. to is
415,bc01,1,,he that John sick believes. is
416,bc01,0,*,believes John him is that sick.
417,bc01,0,*,tries. John to win him
418,bc01,0,*,to wonders where. go John him
419,bc01,1,,Who that think do Bill? likes you
420,bc01,1,,do innocent you believes be that think to? Who Bill
421,bc01,0,*,believes innocent Who? that do John you to be think
422,bc01,0,*,would to you for the prefer? Who win race
423,bc01,1,,Someone my. car stole
424,bc01,1,,was stolen My car.
425,bc01,0,*,The children. chocolate all eat
426,bc01,1,,kissed. Mary often has John
427,bc01,1,,have all the chocolate eaten kids The.
428,bc01,1,,", understands what In going general s he.'on"
429,bc01,1,,on that what s. in probable'It general understands he's going
430,bc01,0,*,he. in'that going understands general on probable what It s s '
431,bc01,0,*,going'general In s is that. on he surprising understands what
432,bc01,1,,how sink. I explained fix to the
433,bc01,1,,. explained sink should how fix we the I
434,bc01,1,,sink fix we explained that I the should.
435,bc01,0,*,the explained. fix to I sink
436,bc01,1,,Mickey reference looked up the.
437,bc01,1,,Mickey the reference. looked up
438,bc01,1,,them Mickey looked. up
439,bc01,1,,with the. Mickey women teamed up
440,bc01,0,*,up with Mickey women. teamed the
441,bc01,1,,that had left Gary out Mickey. pointed
442,bc01,0,*,out pointed Mickey. had Gary that left
443,bc01,1,,up. all the Mickey time slips
444,bc01,0,*,time. Mickey the slips up all
445,bc01,1,,think? What bought John does Mary
446,bc01,0,*,bought. John thinks what Mary
447,bc01,1,,. wonders John Mary bought what
448,bc01,0,*,? does Mary wonder What bought John
449,bc01,0,??,that Who critic book is a readingizes he?
450,bc01,0,??,where we bought What do remember? you
451,bc01,1,,? bought what Who
452,bc01,1,,##izes who book critic a? reading that Who is
453,bc01,1,,bought? Who what remembers where we
454,bc01,0,*,I what? wonder who bought
455,bc01,0,*,? who what bought wonder I
456,bc01,1,,' aren. many t students There here linguistics
457,bc01,1,,t I'many. met linguistics haven students
458,bc01,1,,? buy student What does every
459,bc01,1,,Sally need be. I to there
460,bc01,0,*,the sank insurance collect The to boat.
461,bc01,1,,The was the to collect. boat sunk insurance
462,bc01,1,,win wants. John to
463,bc01,1,,was. bed unmade The
464,bc01,0,*,. unmadeway was Head
465,bc01,1,,. John unknown was
466,bc01,0,*,the. be John murderer unknown was to
467,bc01,1,,We to the be John knew murderer.
468,bc01,1,,children He. fed the
469,bc01,1,,. were The unedu childrencated
470,bc01,1,,##linedpciis children The. were und
471,bc01,1,,I all these. to John students like believed
472,bc01,1,,like all They to. John tried
473,bc01,1,,John believed I these like to. all students
474,bc01,0,?*,to he the to try Did student? ever talk
475,bc01,1,,believe ever you student to to the? made an to effort talk have him Did
476,bc01,1,,the to be of he needs try at everten Didtive students to?
477,bc01,1,,you student an to made talk to? him effort believe Did to the have ever
478,bc01,1,,that out subjects view is of work typical understood an this of. analysis
479,bc01,1,,quiteligent believed all. were to be di They
480,bc01,1,,Was to students ever fail believed he?
481,bc01,1,,There discussion more issues more these. of to tend is and being
482,bc01,1,,to a. great be John seemed linguist
483,bc01,1,,tonight promises a. to storm There be
484,bc01,1,,s successful to.tri Johnved be
485,bc01,1,,his. wanted lot John to in improve life
486,bc01,1,,expected win to. John
487,bc01,1,,to too dense be sitting read book This in one. is
488,bc01,0,*,be riot is be a the There to. issues a likely serious discussion too of to
489,bc01,1,,. tried John
490,bc01,1,,remembered John.
491,bc01,1,,John. is refused
492,bc01,1,,forgot. John
493,bc01,0,*,"o think I'happens, beno to seems. thatxious but t Sam Billb don"
494,bc01,0,*,"Samxious.b but'turns I thinkno be out, t to o Bill seems don that"
495,bc01,0,*,"think tends 'b Sam. o but to Inoxious seems Bill be t, don that"
496,bc01,0,*,. They like John all tried to
497,bc01,1,,to They all. like John seemed
498,bc01,1,,John believes polite be. to Sally
499,bc01,1,,I heart John with all my. believe a to person fine be
500,bc01,0,*,win is to John wanted.
501,bc01,0,*,John to win be liked. would
502,bc01,1,,win would to. We John like
503,bc01,0,*,win to. John be would hated
504,bc01,0,*,would John. the be to be preferred candidate
505,bc01,1,,John be We would the. candidate prefer to
506,bc01,1,,I to John for win would. like
507,bc01,1,,would hate win to John I for.
508,bc01,1,,John be to would candidate the. I prefer for
509,bc01,1,,John destroyed the. house
510,bc01,1,,The mediumde electro into the emitted ions.
511,bc01,1,,struck. electrodes Ion the
512,bc01,1,,. medium contains The ions
513,bc01,0,*,. The house destroyed John
