,Unnamed: 0,count,hate_speech,offensive_language,neither,label,sentence1
112,113,3,0,3,0,1,bitch
113,114,3,1,2,0,1,bitch
114,115,3,0,3,0,1,bitches
115,116,3,0,0,3,2, 
116,117,3,0,3,0,1,bitch   fuck
117,118,3,0,3,0,1,bitch
118,119,3,0,0,3,2, 
119,120,3,0,1,2,2,pussy
120,121,3,0,0,3,2, 
121,122,3,0,3,0,1,fag
122,123,3,0,0,3,2, 
123,124,3,0,3,0,1,faggot
124,125,3,0,0,3,2, 
125,126,3,0,3,0,1,bitch
126,127,3,0,3,0,1,bitch
127,128,6,0,6,0,1,bitch
128,129,3,0,3,0,1,fuck
129,130,3,0,3,0,1,hoes
130,131,3,0,3,0,1,bitches
131,132,3,0,3,0,1,bitches
132,133,3,0,3,0,1,fuck     pussy          fuck
133,134,6,0,6,0,1,bitch
134,135,3,0,3,0,1,hoe
135,136,3,0,3,0,1,Bitch  Nigga   bitch
136,137,3,0,3,0,1,bitch
137,138,6,0,6,0,1,bitches        bitch
138,139,3,1,2,0,1,nigga      hoes
139,141,3,1,2,0,1,niggas       bitches
140,142,3,0,1,2,2, 
141,143,3,0,2,1,1,hoe
142,144,3,0,3,0,1,hoe
143,145,3,1,2,0,1,bitch   bitch
144,146,3,0,3,0,1,fuck hoes
145,147,3,0,3,0,1,bitch
146,148,3,0,3,0,1,bitch
147,149,3,0,2,1,1,hoes
148,150,3,0,3,0,1,hoes
149,151,3,0,1,2,2, 
150,152,3,0,3,0,1,bitch
151,153,6,0,6,0,1,pussy
152,154,4,0,4,0,1,bitches
153,155,3,0,3,0,1,bitch  niggas
154,156,3,0,3,0,1,hoes          hoes  nig
155,157,6,0,6,0,1,ho   fuck
156,158,3,0,3,0,1,bitch
157,159,3,0,3,0,1,nigga    pussy  NIGGA
158,160,3,0,1,2,2, 
159,161,3,0,2,1,1,ho
160,162,3,0,3,0,1,hoe
161,163,3,0,3,0,1,bitches
162,164,3,0,3,0,1, 
163,165,3,0,3,0,1,bitches
164,166,3,0,0,3,2, 
165,167,3,0,2,1,1,hoes
166,168,3,0,3,0,1,bitch     HOE
167,169,3,0,3,0,1,pussy bitches
168,170,3,0,3,0,1,bitch
169,171,3,0,3,0,1,hoes
170,172,3,0,3,0,1,hoes       niggas
171,173,6,0,6,0,1,bitch
172,174,3,0,3,0,1,hoe
173,175,3,0,3,0,1,fucking
174,176,3,0,3,0,1,hoes
175,177,3,0,3,0,1,Fuck  bitch
176,178,3,0,3,0,1,bitch
177,179,3,1,2,0,1,pussy
178,180,3,0,3,0,1,fucking  bitches
179,181,3,0,3,0,1,hoes
180,182,3,0,0,3,2, 
181,183,3,0,0,3,2, 
182,184,3,0,3,0,1, 
183,185,3,0,3,0,1,bitch
184,186,3,3,0,0,0,niggers
185,187,3,0,3,0,1,bitch
186,188,3,0,1,2,2, 
187,189,3,0,1,2,2, 
188,190,3,0,1,2,2, 
189,191,3,0,3,0,1,hoes
190,192,3,0,0,3,2, 
191,193,3,1,2,0,1,bitch
192,194,3,0,3,0,1,pussy       pussy
193,195,3,0,3,0,1,bitch
194,196,3,0,3,0,1,bitch
195,197,3,0,3,0,1,bitches      nigga
196,198,6,0,0,6,2, 
197,199,3,0,3,0,1,bitch
198,200,3,0,3,0,1,hoe
199,201,3,0,3,0,1,bitches
200,202,3,1,2,0,1,bitch     nigga
201,203,3,0,2,1,1, 
202,204,3,2,1,0,0,nigger
203,205,3,0,3,0,1,bitch
204,206,3,2,1,0,0, 
205,207,3,0,1,2,2, 
206,208,6,0,5,1,1,hoe
207,209,3,0,3,0,1,niggers
208,210,3,0,3,0,1,hoes
209,211,3,0,3,0,1,bitch  nigga
210,212,3,0,3,0,1,pussy
211,213,3,0,3,0,1, 
212,214,3,0,3,0,1,Hoe      pussy
213,215,3,0,3,0,1,pussy
214,216,3,0,3,0,1,bitches
215,217,3,0,3,0,1,bitch
216,218,3,0,1,2,2, 
217,219,3,0,3,0,1,bitches
218,220,6,0,6,0,1,bitch
219,221,6,3,2,1,0,fag
220,222,3,0,1,2,2, 
221,223,3,0,1,2,2,hoes
222,224,3,1,2,0,1,bitches
223,225,3,0,3,0,1,hoes
224,226,3,0,3,0,1,hoes
225,227,3,0,3,0,1,bitch
226,228,3,1,2,0,1,niggas      bitch
227,229,3,0,3,0,1,bitch      bitch fuck
228,230,3,0,3,0,1, 
229,231,3,1,2,0,1,faggot
230,232,3,0,3,0,1,bitch
231,233,3,0,3,0,1,bitch          Bitch
232,234,3,0,3,0,1,hoes     niggas
233,235,3,0,3,0,1,bitch
234,236,3,0,3,0,1,hoes    niggas
235,237,3,0,3,0,1,bitch          fuck
236,238,3,0,3,0,1,hoes
237,239,3,0,3,0,1,hoe
238,240,6,0,6,0,1,hoes       nigga
239,241,3,0,3,0,1,fuck  bitch
240,242,3,0,1,2,2, 
241,243,3,0,1,2,2,bitch
242,244,3,0,3,0,1,pussy
243,245,3,0,1,2,2, 
244,246,3,0,3,0,1,bitch
245,247,3,0,3,0,1,bitches
246,248,3,0,2,1,1,bitch
247,250,3,0,1,2,2,ho
248,251,3,0,1,2,2,ho
249,252,3,0,3,0,1,hoes
250,253,3,0,3,0,1,bitch
251,254,3,0,3,0,1,bitch
252,255,3,1,2,0,1,fags
253,256,3,0,3,0,1,bitch  bitch
254,257,3,0,3,0,1,pussy
255,258,3,0,3,0,1, 
256,259,3,1,2,0,1, 
257,260,3,1,2,0,1,faggot bitch
258,261,3,0,3,0,1,faggot
259,262,3,0,1,2,2, 
260,263,3,2,1,0,0,nigger
261,264,3,0,2,1,1,bitch
262,265,3,0,3,0,1,pussy
263,266,3,0,3,0,1,hoes
264,267,3,0,2,1,1, 
265,268,3,1,2,0,1,BITCH       fuck      hoe
266,269,3,0,3,0,1,bitch        bitch
267,270,3,0,3,0,1,bitch
268,271,3,0,3,0,1,hoe
269,272,3,0,0,3,2, 
270,273,3,0,3,0,1,bitches     hoes
271,274,3,0,3,0,1,pussy
272,275,3,0,3,0,1,bitch
273,276,3,0,3,0,1,fuck  bitch
274,277,3,0,0,3,2, 
275,278,3,0,3,0,1,bitch
276,279,3,0,3,0,1,hoe
277,280,3,0,3,0,1,bitch
278,281,3,0,3,0,1,bitches
279,283,3,0,3,0,1,bitches
280,284,3,0,3,0,1,hoes
281,285,3,1,2,0,1,fag
282,286,3,0,3,0,1,bitch
283,287,3,0,0,3,2, 
284,288,3,0,3,0,1,hoes
285,289,3,1,2,0,1,bitch nigga
286,290,3,0,3,0,1,hoes  fuck
287,291,3,0,3,0,1,nigga
288,292,3,0,3,0,1,nigs
289,293,4,1,3,0,1,niggas      pussy Nigga
290,294,3,0,3,0,1,pussy
291,295,4,0,4,0,1,pussy
292,296,3,0,3,0,1,fucking retard
293,297,3,1,2,0,1,bitches       HOE
294,298,4,0,4,0,1,bitches            fuck
295,299,3,0,3,0,1,bitches
296,300,3,1,2,0,1,nigs
297,301,3,0,3,0,1,bitch
298,302,3,0,3,0,1,hoe
299,304,3,0,3,0,1,bitches
300,305,6,0,6,0,1,bitches   nigga          nigga
301,306,3,1,2,0,1,hoe
302,307,3,1,2,0,1,fuck niggas hoes
303,308,3,0,3,0,1,fuck
304,309,3,0,3,0,1,fuck
305,310,3,0,3,0,1,bitches
306,311,4,0,3,1,1,retarded
307,312,3,0,3,0,1,pussy
308,313,3,0,2,1,1, 
309,314,3,0,3,0,1,bitches
310,315,3,0,3,0,1,hoe
311,316,3,0,3,0,1,fucking    bitch
312,317,3,2,1,0,0,faggot
313,318,3,0,0,3,2, 
314,319,3,0,3,0,1,bitches
315,320,3,2,1,0,0,nig
316,321,3,0,3,0,1,bitches
317,322,3,1,2,0,1,hoe   hoe
318,323,3,0,3,0,1,hoe
319,324,3,0,3,0,1,bitch
320,325,3,0,3,0,1,bitches        bitch
321,326,3,0,1,2,2, 
322,327,3,0,3,0,1,bitch
323,328,3,0,1,2,2, 
324,329,3,1,2,0,1,bitches
325,330,3,0,3,0,1,bitch
326,331,3,0,3,0,1,bitches
327,332,3,0,3,0,1,pussy
328,333,3,1,2,0,1,niggers
329,334,3,0,0,3,2, 
330,335,3,0,3,0,1,nigga    nigga   nigga    retarded
331,336,3,0,0,3,2, 
332,337,3,0,3,0,1,cracker
333,338,3,0,3,0,1,hoes
334,339,3,0,3,0,1,bitch
335,340,3,0,3,0,1,pussy  fuck
336,341,3,0,0,3,2, 
337,342,3,0,2,1,1,hoes
338,343,3,0,3,0,1,bitch
339,344,3,0,3,0,1,fucked  pussy     bitches
340,345,3,0,3,0,1,fuck                  retarded
341,346,3,0,0,3,2, 
342,347,3,0,3,0,1,pussy
343,348,3,0,1,2,2, 
344,349,3,0,3,0,1,bitches
345,350,4,0,4,0,1,bitch    hoe
346,351,3,0,3,0,1,pussy
347,352,3,0,3,0,1,bitches
348,353,4,0,3,1,1,hoe
349,354,3,2,1,0,0,retard
350,355,3,1,2,0,1,pussy  niggas
351,356,3,0,0,3,2, 
352,357,3,2,1,0,0,bitch
353,358,3,0,3,0,1,bitch
354,359,3,0,3,0,1,bitch
355,360,3,0,3,0,1,Fuck       hoe
356,361,3,0,0,3,2, 
357,362,3,0,3,0,1,bitch
358,363,3,0,3,0,1,fucking
359,364,3,1,2,0,1,niggas      hoes    fuck  fuck   hoes
360,365,3,0,3,0,1,bitch
361,366,3,0,3,0,1,hoes
362,367,3,0,3,0,1,retard
363,368,3,0,3,0,1,bitch
364,369,3,0,0,3,2, 
365,370,3,0,3,0,1,hoes     hoes
366,371,3,0,3,0,1,bitches
367,372,3,0,3,0,1,bitch
368,373,3,0,3,0,1,bitch
369,374,3,1,2,0,1, 
370,375,3,0,0,3,2, 
371,376,3,0,3,0,1,bitch     fuck
372,377,4,0,0,4,2, 
373,378,3,0,3,0,1,bitch
374,379,3,0,3,0,1,faggot     nigga
375,380,3,0,3,0,1,bitch
376,381,3,0,3,0,1,fucking retards
377,382,3,0,3,0,1,bitches
378,383,3,0,3,0,1,bitches
379,384,3,1,0,2,2, 
380,385,3,0,0,3,2, 
381,386,3,0,3,0,1,fuck    bitch
382,387,6,1,5,0,1,hoes
383,388,3,0,3,0,1, 
384,389,3,0,0,3,2, 
385,390,3,0,3,0,1,fuck
386,391,3,0,3,0,1,Fuck
387,392,3,0,2,1,1,fuck
388,393,3,0,3,0,1,bitches
389,394,3,0,3,0,1,bitch  fuck       fucker
390,395,3,0,3,0,1,pussy
391,396,6,0,2,4,2, 
392,397,3,0,3,0,1,fuck
393,398,3,1,2,0,1,bitch nigga
394,399,3,0,3,0,1, 
395,400,3,1,0,2,2, 
396,401,3,0,2,1,1,fuck     pussy
397,402,3,0,0,3,2, 
398,403,3,0,3,0,1,bitches
399,404,3,0,3,0,1,bitches
400,405,3,1,2,0,1,Niggas  hoes
401,406,3,0,3,0,1,Fuck bitches
402,407,3,0,3,0,1,bitch
403,408,3,0,3,0,1,bitch
404,409,3,0,3,0,1,bitch
405,411,3,0,3,0,1,"bitch 
 bitch bitch"
406,412,3,0,3,0,1,bitch
407,413,3,0,3,0,1,hoes
408,414,3,0,3,0,1,nigga  bitch
409,415,3,0,3,0,1,fucker
410,416,3,1,2,0,1,bitches
411,417,3,0,3,0,1,bitch
412,418,3,0,3,0,1,bitch
413,419,3,0,2,1,1,hoe
414,420,3,0,0,3,2, 
415,421,3,0,3,0,1,hoes
416,422,3,1,2,0,1,bitch       fuck
417,423,3,0,3,0,1,bitch   Bitches
418,424,6,2,4,0,1,bitch
419,425,3,0,3,0,1,pussy
420,426,3,0,3,0,1,bitch
421,427,3,0,3,0,1,bitches
422,428,3,0,2,1,1,bitch
423,429,3,0,3,0,1,bitch
424,430,6,0,1,5,2, 
425,431,3,1,2,0,1,fucked              pussy
426,432,3,0,3,0,1,hoe
427,433,3,0,3,0,1,bitches
428,434,3,0,0,3,2, 
429,435,3,0,3,0,1,bitch
430,436,3,1,2,0,1,bitches
431,437,3,0,3,0,1,bitch
432,438,3,0,1,2,2, 
433,439,3,0,3,0,1,bitch
434,440,6,0,5,1,1,hoes                    hoes
435,441,3,0,3,0,1,bitches     niggas
436,442,3,0,3,0,1,nigga
437,443,3,2,1,0,0,nigga      nigga      nigga   bitch
438,444,3,0,3,0,1,pussy
439,445,3,0,3,0,1,bitch
440,446,3,0,3,0,1,bitches
441,447,3,1,2,0,1,pussy    nigga
442,448,3,1,2,0,1, 
443,449,3,0,2,1,1,bitch
444,450,3,0,3,0,1,hoe
445,451,3,0,3,0,1,bitch    nigga   fucking
446,452,3,0,3,0,1,bitch
447,453,3,1,2,0,1,nigga        bitch
448,454,3,0,3,0,1,Fuck           bitch
449,455,3,0,0,3,2, 
450,456,3,0,3,0,1,bitch
451,457,3,1,2,0,1,wigger
452,458,3,0,3,0,1,hoe
453,460,3,0,3,0,1,bitch
454,461,3,0,3,0,1,hoes
455,462,3,0,3,0,1,bitch    hoe
456,463,3,1,2,0,1, 
457,464,3,0,2,1,1,nigga               bitch
458,465,3,0,3,0,1,hoe   hoe    hoe    hoe      hoes
459,466,3,3,0,0,0,nigger
460,467,3,0,3,0,1,pussy
461,468,6,0,2,4,2, 
462,469,3,0,3,0,1,bitch
463,470,3,0,3,0,1,hoes         hoes
464,471,3,0,3,0,1,bitch
465,473,3,1,2,0,1,fuck  bitch
466,474,3,0,0,3,2, 
467,475,3,0,3,0,1,bitch
468,476,3,0,3,0,1,bitches
469,477,3,0,3,0,1,bitches
470,478,3,0,2,1,1,hoes
471,479,3,0,3,0,1,bitch
472,480,3,0,3,0,1,hoes
473,481,3,0,1,2,2, 
474,482,3,0,3,0,1,fucking   bitch
475,483,3,0,3,0,1,bitch              bitch
476,484,3,0,3,0,1,bitches
477,485,3,0,3,0,1,bitches     nigga
478,486,3,0,3,0,1,bitch    bitch   bitch
479,487,3,0,3,0,1,bitch
480,488,3,0,3,0,1,bitch
481,489,3,0,3,0,1,bitches bitches
482,490,3,0,3,0,1,bitch
483,491,3,0,3,0,1,fucked               faggot
484,492,3,0,3,0,1,bitch
485,493,6,0,6,0,1,bitch
486,494,3,0,3,0,1,pussy
487,495,3,0,3,0,1,pussy           pussy
488,496,3,0,3,0,1,pussy
489,497,3,0,3,0,1,bitch
490,498,3,0,3,0,1,fuck       bitch
491,499,3,0,3,0,1,bitch
492,500,3,0,3,0,1,bitch
493,501,3,0,3,0,1,pussy
494,502,3,0,1,2,2, 
495,503,3,1,2,0,1, 
496,504,3,1,2,0,1,pussy
497,505,3,0,3,0,1,bitch
498,506,3,0,3,0,1,bitches
499,507,3,0,3,0,1, 
500,508,3,0,3,0,1,bitch
501,509,3,0,3,0,1,bitch
502,510,3,1,2,0,1,fucked  bitch      nigga
503,511,3,0,3,0,1,bitch
504,513,3,0,3,0,1,bitch
505,514,3,0,3,0,1,pussy
506,515,3,1,2,0,1,bitch
507,516,3,1,2,0,1,bitch
508,517,3,0,3,0,1,hoe
509,518,3,1,0,2,2, 
510,519,3,0,3,0,1,bitch
511,520,3,1,2,0,1,bitch
512,521,3,0,3,0,1,bitch
513,522,3,0,2,1,1, 
514,523,3,1,2,0,1,ho
515,524,3,0,0,3,2, 
516,525,3,0,3,0,1,pussy
517,526,3,0,1,2,2, 
518,527,3,0,2,1,1, 
519,528,3,2,1,0,0,cracker
520,529,3,1,2,0,1,bitches
521,530,3,0,3,0,1,pussy
522,531,3,0,3,0,1,retarded
523,532,3,0,1,2,2,hoe
524,533,3,0,3,0,1,bitch
525,534,3,0,1,2,2, 
526,535,3,2,1,0,0,nigger
527,536,3,1,2,0,1,bitch
528,537,3,0,2,1,1, 
529,538,3,0,3,0,1,pussy
530,539,3,0,3,0,1,bitch
531,540,3,2,1,0,0,faggot
532,541,3,0,3,0,1,bitch
533,542,3,0,3,0,1,Niggas   Fuck bitches          bitches
534,543,3,0,3,0,1,Niggas    pussy
535,544,3,0,3,0,1,bitches
536,545,3,0,3,0,1,hoes
537,546,3,0,0,3,2, 
538,547,3,0,3,0,1,hoe
539,548,3,0,1,2,2, 
540,549,3,3,0,0,0, 
541,550,3,0,3,0,1,bitch
542,551,3,0,3,0,1,pussy
543,552,3,0,3,0,1,bitch
544,553,3,1,2,0,1,hoe
545,554,3,0,3,0,1,fucking bitch
546,555,3,0,2,1,1,redneck
547,556,3,0,3,0,1,bitches
548,557,3,1,2,0,1,rednecks
549,558,3,0,3,0,1,bitch
550,559,3,0,3,0,1,pussy       pussy
551,560,3,0,3,0,1,wigga
552,561,3,0,3,0,1,bitch
553,562,3,1,2,0,1,pussies
554,563,3,0,2,1,1,fuck  bitch
555,564,3,0,3,0,1,nig
556,565,3,1,2,0,1,pussy
557,566,3,0,3,0,1,pussy   fucks
558,567,3,0,3,0,1,pussy
559,568,3,0,3,0,1,hoe
560,569,6,1,3,2,1, 
561,570,3,0,0,3,2, 
562,571,3,0,0,3,2, 
563,572,3,0,3,0,1,hoes
564,573,3,0,3,0,1,hoes
565,574,3,2,1,0,0,bitches
566,575,4,0,4,0,1,Faggots     fuck     bitch
567,576,3,1,2,0,1, 
568,577,3,0,0,3,2, 
569,578,3,0,3,0,1,bitch niggas     hoes
570,579,3,0,3,0,1,motherfuckers
571,580,3,0,0,3,2, 
572,581,3,1,2,0,1, 
573,582,3,0,3,0,1,bitch
574,583,3,0,3,0,1,bitch
575,584,3,0,0,3,2, 
576,585,3,1,2,0,1,bitch nigga
577,586,3,0,2,1,1, 
578,587,3,0,3,0,1,hoes
579,588,3,0,3,0,1,pussy      pussy       pussy
580,589,3,0,3,0,1,bitches
581,590,3,0,3,0,1,bitch  NIGGA
582,591,3,3,0,0,0,niggers   faggots
583,592,3,2,1,0,0, 
584,594,3,0,3,0,1,bitch
585,595,3,0,3,0,1,pussy
586,596,3,0,3,0,1,hoe
587,597,3,2,1,0,0,fuck    nigga
588,598,3,3,0,0,0,fags
589,599,4,1,3,0,1,bitch     bitch
590,600,3,0,3,0,1,pussy
591,601,3,0,3,0,1,bitch
592,602,3,0,3,0,1,pussy
593,603,3,0,3,0,1,bitch
594,604,3,0,2,1,1,hoes
595,605,6,0,6,0,1,bitch
596,606,3,0,3,0,1,bitch
597,607,3,0,0,3,2, 
598,608,3,0,0,3,2, 
599,609,3,0,3,0,1,bitch       porn
600,610,3,0,3,0,1,pussy
601,611,3,0,3,0,1,bitch
602,612,3,0,2,1,1,bitch
603,613,3,2,1,0,0, 
604,614,3,0,3,0,1,bitch
605,615,3,1,2,0,1,pussy
606,616,3,0,3,0,1, 
607,617,3,0,3,0,1,pussy
608,618,3,0,2,1,1, 
609,619,3,1,2,0,1,fucks
610,620,3,0,3,0,1,hoes
611,621,3,0,1,2,2, 
612,622,6,1,5,0,1,hoe
613,623,3,0,1,2,2, 
614,624,3,2,1,0,0,bitch
615,625,3,1,2,0,1,fag    retarded
616,626,3,0,3,0,1,retarded
617,627,3,0,3,0,1,bitch
618,628,3,0,3,0,1,"fucked  
                 slut"
619,629,3,1,2,0,1, 
620,630,3,0,2,1,1,hoes
621,631,3,0,0,3,2, 
622,632,3,0,3,0,1,Fuck
623,633,3,0,3,0,1,hoes
624,634,3,0,3,0,1,bitches
625,635,3,2,1,0,0,bitches
626,636,3,0,3,0,1,bitch
627,637,3,0,3,0,1,bitch
628,638,3,0,3,0,1,bitch
629,639,6,1,5,0,1,pussy
630,640,3,0,3,0,1,hoe
631,641,3,0,3,0,1,hoe
632,642,6,0,6,0,1,fuck    bitch
633,643,6,0,6,0,1,bitch
634,644,3,0,3,0,1,bitch
635,645,3,2,1,0,0,fuck   pussy
636,646,3,0,1,2,2, 
637,647,6,0,6,0,1,hoes
638,648,3,0,3,0,1,fucking                 fuck  bitch
639,649,3,0,3,0,1,redneck
640,650,3,0,3,0,1,bitch
641,651,3,0,3,0,1,bitch
642,652,3,1,2,0,1,niggas bitches bitch  niggas   hoes      hoes fag
643,653,3,0,3,0,1,pussy
644,654,3,0,3,0,1,hoes
645,655,3,0,3,0,1,bitch  fucking
646,656,3,2,1,0,0,fuck  bitch
647,657,3,2,1,0,0,whitey
648,658,3,0,3,0,1,hoes
649,659,3,0,3,0,1, 
650,660,3,0,3,0,1,hoes
651,661,3,1,2,0,1,bitches
652,662,3,0,1,2,2, 
653,663,3,0,3,0,1,pussy
654,664,3,1,2,0,1,fucking pussy
655,665,3,0,2,1,1, 
656,666,3,0,3,0,1,bitch
657,667,3,0,3,0,1,hoes  Hoes  hoes  hoes  hoes      hoes
658,668,6,0,6,0,1,bitch
659,669,3,0,3,0,1,bitches
660,670,3,0,0,3,2, 
661,671,3,0,3,0,1,pussy
662,672,3,0,3,0,1,pussy bitch
663,673,3,2,0,1,0,white
664,674,3,0,3,0,1,bitch
665,675,3,0,3,0,1,bitches
666,676,3,0,3,0,1, 
667,677,3,0,3,0,1,pussy
668,678,3,0,0,3,2, 
669,679,6,0,6,0,1,bitches  bitches
670,680,3,0,1,2,2, 
671,681,3,0,3,0,1,bitch
672,682,3,0,2,1,1,bitch
673,683,3,0,3,0,1,bitches
674,684,3,1,0,2,2, 
675,685,3,0,3,0,1,bitch
676,686,3,0,0,3,2, 
677,687,3,0,0,3,2, 
678,688,6,0,0,6,2, 
679,689,6,0,0,6,2, 
680,690,3,0,0,3,2, 
681,691,3,0,2,1,1,ho
682,692,3,1,2,0,1,bitch
683,693,3,3,0,0,0,white
684,694,3,2,1,0,0,white
685,695,3,0,3,0,1,bitches
686,696,3,1,2,0,1,FUCKING  retarded   faggot
687,697,6,0,2,4,2, 
688,698,3,0,3,0,1,bitches
689,699,3,1,2,0,1,cracker
690,700,3,2,0,1,0, 
691,701,3,1,2,0,1,bitch
692,702,6,1,5,0,1,pussy
693,703,3,1,2,0,1,retard
694,704,3,1,2,0,1,retard
695,705,3,0,3,0,1,bitch
696,706,3,0,3,0,1,ho
697,708,3,0,1,2,2, 
698,709,3,0,0,3,2, 
699,710,3,2,0,1,0,white
700,711,3,3,0,0,0,white
701,712,3,0,0,3,2, 
702,713,3,0,0,3,2, 
703,714,3,0,0,3,2, 
704,715,3,0,0,3,2, 
705,716,3,0,3,0,1,pussy fucks
706,717,3,1,2,0,1,hoes
707,718,3,0,0,3,2, 
708,719,3,0,0,3,2, 
709,720,3,1,2,0,1,bitch   fucks
710,721,3,0,3,0,1,bitch
711,722,3,0,3,0,1,hoe
712,723,6,0,0,6,2, 
713,724,9,0,0,9,2, 
714,725,3,0,1,2,2, 
715,726,3,0,0,3,2, 
716,727,3,0,3,0,1,bitch
717,728,3,0,0,3,2, 
718,729,3,0,0,3,2, 
719,730,6,0,0,6,2, 
720,731,3,1,2,0,1,hoes
721,732,6,0,6,0,1,hoes
722,733,6,1,5,0,1,hoes
723,734,3,1,2,0,1,pussies
724,735,3,0,0,3,2, 
725,736,3,0,0,3,2, 
726,737,3,0,3,0,1,pussy
727,738,3,0,3,0,1,pussy
728,739,3,0,3,0,1,faggot
729,740,3,1,0,2,2, 
730,741,3,1,2,0,1,retarded
731,742,3,2,1,0,0,white
732,743,3,0,1,2,2, 
733,744,3,2,1,0,0,faggots
734,745,3,0,2,1,1,bitches
735,746,3,0,2,1,1, 
736,747,3,0,3,0,1,hoes            bitch
737,748,3,0,3,0,1,bitch
738,750,3,3,0,0,0,white
739,751,3,0,3,0,1,bitches
740,752,3,0,3,0,1, 
741,753,3,0,0,3,2, 
742,754,3,0,2,1,1, 
743,755,3,0,0,3,2,wiggers
744,756,6,0,0,6,2, 
745,757,3,0,0,3,2, 
746,758,6,0,0,6,2, 
747,759,3,0,0,3,2, 
