,annotator,label,stars,sentence1
675,bc01,1,, 
676,bc01,1,, 
677,bc01,1,, 
678,bc01,1,, 
679,bc01,0,*, 
680,bc01,0,*, 
681,bc01,1,, 
682,bc01,1,, 
683,bc01,1,, 
684,bc01,1,, 
685,bc01,1,, 
686,bc01,1,, 
687,bc01,1,, 
688,bc01,1,, 
689,bc01,1,, 
690,bc01,0,*, 
691,bc01,0,*, 
692,bc01,0,*, 
693,bc01,0,*, 
694,bc01,0,*, 
695,bc01,0,*, 
696,bc01,1,, 
697,bc01,1,, 
698,bc01,0,*, 
699,bc01,1,, 
700,bc01,0,*, 
701,bc01,1,, 
702,bc01,1,, 
703,bc01,1,, 
704,bc01,1,, 
705,bc01,1,, 
706,bc01,1,, 
707,bc01,0,*, 
708,bc01,0,*, 
709,bc01,0,*, 
710,bc01,0,*, 
711,bc01,0,*, 
712,bc01,1,, 
713,bc01,1,, 
714,bc01,0,*, 
715,bc01,0,*, 
716,bc01,0,*, 
717,bc01,1,, 
718,bc01,1,, 
719,bc01,1,, 
720,bc01,1,, 
721,bc01,0,*, 
722,bc01,0,*, 
723,bc01,1,, 
724,bc01,0,*, 
725,bc01,0,*, 
726,bc01,1,, 
727,bc01,0,*, 
728,bc01,1,, 
729,bc01,0,*, 
730,bc01,1,, 
731,bc01,0,*, 
732,bc01,1,, 
733,bc01,0,*, 
734,bc01,0,*, 
735,bc01,0,*, 
736,bc01,0,*, 
737,bc01,0,*, 
738,bc01,0,*, 
739,bc01,0,*, 
740,bc01,0,*, 
741,bc01,0,*, 
742,bc01,0,*, 
743,bc01,0,*, 
744,bc01,0,*, 
745,bc01,0,*, 
746,bc01,1,, 
747,bc01,0,*, 
748,bc01,1,, 
749,bc01,0,*, 
750,bc01,1,, 
751,bc01,0,*, 
752,bc01,1,, 
753,bc01,0,*, 
754,bc01,1,, 
755,bc01,1,, 
756,bc01,0,*, 
757,bc01,0,*, 
758,bc01,1,, 
759,bc01,0,*, 
760,bc01,1,, 
761,bc01,1,, 
762,bc01,1,, 
763,bc01,1,, 
764,bc01,1,, 
765,bc01,1,, 
766,bc01,1,, 
767,bc01,1,, 
768,bc01,0,*, 
769,bc01,1,, 
770,bc01,0,*, 
771,bc01,0,*, 
772,bc01,0,*, 
773,bc01,1,, 
774,bc01,1,, 
775,bc01,1,, 
776,bc01,0,*, 
777,bc01,0,*, 
778,bc01,1,, 
779,bc01,1,, 
780,bc01,1,, 
781,bc01,0,*, 
782,bc01,1,, 
783,bc01,0,*, 
784,bc01,1,, 
785,bc01,1,, 
786,bc01,0,*, 
787,bc01,1,, 
788,bc01,1,, 
789,bc01,1,, 
790,bc01,1,, 
791,bc01,1,, 
792,bc01,1,, 
793,bc01,0,*, 
794,bc01,1,, 
795,bc01,1,, 
796,bc01,1,, 
797,bc01,1,, 
798,bc01,0,*, 
799,bc01,0,*, 
800,bc01,0,*, 
801,bc01,1,, 
802,bc01,1,, 
803,bc01,0,*, 
804,bc01,0,*, 
805,bc01,0,*, 
806,bc01,0,*, 
807,bc01,0,*, 
808,bc01,0,*, 
809,bc01,1,, 
810,bc01,1,, 
811,bc01,1,, 
812,bc01,0,*, 
813,bc01,0,*, 
814,bc01,1,, 
815,bc01,1,, 
816,bc01,0,*, 
817,bc01,1,, 
818,bc01,0,*, 
819,bc01,1,, 
820,bc01,0,*, 
821,bc01,1,, 
822,bc01,1,, 
823,bc01,1,, 
824,bc01,1,, 
825,bc01,1,, 
826,bc01,1,, 
827,bc01,1,, 
828,bc01,1,, 
829,bc01,1,, 
830,bc01,0,*, 
831,bc01,0,*, 
832,bc01,1,, 
833,bc01,1,, 
834,bc01,0,*, 
835,bc01,0,*, 
836,bc01,1,, 
837,bc01,1,, 
838,bc01,1,, 
839,bc01,1,, 
840,bc01,0,*, 
841,bc01,1,, 
842,bc01,0,*, 
843,bc01,0,*, 
844,bc01,1,, 
845,bc01,1,, 
846,bc01,1,, 
847,bc01,1,, 
848,bc01,1,, 
849,bc01,1,, 
850,bc01,0,*, 
851,bc01,0,*, 
852,bc01,0,*, 
853,bc01,1,, 
854,bc01,0,*, 
855,bc01,0,*, 
856,bc01,0,*, 
857,bc01,0,*, 
858,bc01,0,*, 
859,bc01,0,*, 
860,bc01,1,, 
861,bc01,1,, 
862,bc01,0,*, 
863,bc01,1,, 
864,bc01,1,, 
865,bc01,1,, 
866,bc01,1,, 
867,bc01,0,*, 
868,bc01,0,*, 
869,bc01,0,*, 
870,bc01,0,*, 
871,bc01,0,*, 
872,bc01,0,*, 
873,bc01,0,*, 
874,bc01,0,*?, 
875,bc01,0,*?, 
876,bc01,0,*?, 
877,bc01,1,, 
878,bc01,1,, 
879,bc01,0,*, 
880,bc01,0,??, 
881,bc01,0,*, 
882,bc01,1,, 
883,bc01,0,*, 
884,bc01,1,, 
885,bc01,0,*, 
886,bc01,0,??, 
887,bc01,0,*, 
888,bc01,1,, 
889,bc01,1,, 
890,bc01,1,, 
891,bc01,1,, 
892,bc01,1,, 
893,bc01,0,*, 
894,bc01,1,, 
895,bc01,1,, 
896,bc01,0,*, 
897,bc01,0,*, 
898,bc01,0,*, 
899,bc01,1,, 
900,bc01,1,, 
901,bc01,1,, 
902,bc01,1,, 
903,bc01,1,, 
904,bc01,1,, 
905,bc01,1,, 
906,bc01,1,, 
907,bc01,1,, 
908,bc01,1,, 
909,bc01,0,*, 
910,bc01,1,, 
911,bc01,1,, 
912,bc01,0,?*, 
913,bc01,0,?*, 
914,bc01,1,, 
915,bc01,1,, 
916,bc01,1,, 
917,bc01,0,*, 
918,bc01,0,?*, 
919,bc01,0,?*, 
920,bc01,0,*, 
921,bc01,0,*, 
922,bc01,1,, 
923,bc01,1,, 
924,bc01,0,*, 
925,bc01,0,*, 
926,bc01,0,*, 
927,bc01,1,, 
928,bc01,1,, 
929,bc01,1,, 
930,bc01,1,, 
931,bc01,1,, 
932,bc01,1,, 
933,bc01,0,*, 
934,bc01,0,*, 
935,bc01,0,*, 
936,bc01,1,, 
937,bc01,1,, 
938,bc01,1,, 
939,bc01,1,, 
940,bc01,1,, 
941,bc01,0,*, 
942,bc01,1,, 
943,bc01,1,, 
944,bc01,1,, 
945,bc01,1,, 
946,bc01,1,, 
947,bc01,1,, 
948,bc01,0,*, 
949,bc01,1,, 
950,bc01,1,, 
951,bc01,1,, 
952,bc01,1,, 
953,bc01,1,, 
954,bc01,0,*, 
955,bc01,0,*, 
956,bc01,1,, 
957,bc01,1,, 
958,bc01,0,*, 
959,bc01,1,, 
960,bc01,0,*, 
961,bc01,1,, 
962,bc01,0,*, 
963,bc01,1,, 
964,bc01,0,*, 
965,bc01,1,, 
966,bc01,0,*, 
967,bc01,1,, 
968,bc01,0,*, 
969,bc01,1,, 
970,bc01,1,, 
971,bc01,1,, 
972,bc01,0,*, 
973,bc01,1,, 
974,bc01,0,*, 
975,bc01,1,, 
976,bc01,0,*, 
977,bc01,1,, 
978,bc01,1,, 
979,bc01,1,, 
980,bc01,1,, 
981,bc01,1,, 
982,bc01,0,*, 
983,bc01,0,*, 
984,bc01,0,*, 
985,bc01,0,*, 
986,bc01,1,, 
987,bc01,1,, 
988,bc01,1,, 
989,bc01,0,*, 
990,bc01,1,, 
991,bc01,0,*, 
992,bc01,1,, 
993,bc01,1,, 
994,bc01,1,, 
995,bc01,1,, 
996,bc01,1,, 
997,bc01,1,, 
998,bc01,1,, 
999,bc01,0,*, 
1000,bc01,0,*, 
1001,bc01,0,*, 
1002,bc01,1,, 
1003,bc01,1,, 
1004,bc01,1,, 
1005,bc01,1,, 
1006,bc01,1,, 
1007,bc01,0,*, 
1008,bc01,1,, 
1009,bc01,1,, 
1010,bc01,1,, 
1011,bc01,1,, 
1012,bc01,1,, 
1013,bc01,1,, 
1014,bc01,1,, 
1015,bc01,1,, 
1016,bc01,1,, 
1017,bc01,0,*, 
1018,bc01,1,, 
1019,bc01,1,, 
1020,bc01,1,, 
1021,bc01,0,*, 
1022,bc01,1,, 
1023,bc01,1,, 
1024,bc01,1,, 
1025,bc01,1,, 
1026,bc01,0,*, 
1027,bc01,1,, 
1028,bc01,1,, 
1029,bc01,1,, 
1030,bc01,1,, 
1031,bc01,1,, 
1032,bc01,1,, 
1033,bc01,1,, 
1034,bc01,1,, 
1035,bc01,1,, 
1036,bc01,1,, 
1037,bc01,1,, 
1038,bc01,1,, 
1039,bc01,1,, 
1040,bc01,1,, 
1041,bc01,1,, 
1042,bc01,0,*, 
1043,bc01,1,, 
1044,bc01,0,*, 
1045,bc01,1,, 
1046,bc01,1,, 
1047,bc01,1,, 
1048,bc01,1,, 
1049,bc01,1,, 
1050,bc01,1,, 
1051,bc01,1,, 
1052,bc01,1,, 
1053,bc01,1,, 
1054,bc01,1,, 
1055,bc01,1,, 
1056,bc01,0,*, 
1057,bc01,1,, 
1058,bc01,1,, 
1059,bc01,1,, 
1060,bc01,1,, 
1061,bc01,1,, 
1062,bc01,1,, 
1063,bc01,1,, 
1064,bc01,1,, 
1065,bc01,1,, 
1066,bc01,1,, 
1067,bc01,1,, 
1068,bc01,1,, 
1069,bc01,0,*, 
1070,bc01,0,*, 
1071,bc01,1,, 
1072,bc01,0,*, 
1073,bc01,1,, 
1074,bc01,1,, 
1075,bc01,1,, 
1076,bc01,1,, 
1077,bc01,1,, 
1078,bc01,0,*, 
1079,bc01,1,, 
1080,bc01,0,*, 
1081,r-67,1,, 
1082,r-67,1,, 
1083,r-67,1,, 
1084,r-67,1,, 
1085,r-67,0,*, 
1086,r-67,0,*, 
1087,r-67,1,, 
1088,r-67,1,, 
1089,r-67,1,, 
1090,r-67,1,, 
1091,r-67,1,, 
1092,r-67,0,*, 
1093,r-67,0,*, 
1094,r-67,0,*, 
1095,r-67,1,, 
1096,r-67,1,, 
1097,r-67,1,, 
1098,r-67,0,*, 
1099,r-67,0,*, 
1100,r-67,1,, 
1101,r-67,1,, 
1102,r-67,1,, 
1103,r-67,1,, 
1104,r-67,1,, 
1105,r-67,1,, 
1106,r-67,1,, 
1107,r-67,1,, 
1108,r-67,1,, 
1109,r-67,0,*, 
1110,r-67,1,, 
1111,r-67,0,*, 
1112,r-67,0,*, 
1113,r-67,1,, 
1114,r-67,0,*, 
1115,r-67,1,, 
1116,r-67,1,, 
1117,r-67,0,*, 
1118,r-67,1,, 
1119,r-67,0,*, 
1120,r-67,1,, 
1121,r-67,1,, 
1122,r-67,1,, 
1123,r-67,0,*, 
1124,r-67,0,*, 
1125,r-67,1,, 
1126,r-67,0,?*, 
1127,r-67,1,, 
1128,r-67,1,, 
1129,r-67,0,*, 
1130,r-67,1,, 
1131,r-67,1,, 
1132,r-67,0,*, 
1133,r-67,1,, 
1134,r-67,1,, 
1135,r-67,0,*, 
1136,r-67,1,, 
1137,r-67,0,*, 
1138,r-67,0,?*, 
1139,r-67,0,*, 
1140,r-67,1,, 
1141,r-67,0,*, 
1142,r-67,0,*, 
1143,r-67,1,, 
1144,r-67,0,?*, 
1145,r-67,1,, 
1146,r-67,1,, 
1147,r-67,1,, 
1148,r-67,0,*, 
1149,r-67,1,, 
1150,r-67,1,, 
1151,r-67,0,?*, 
1152,r-67,1,, 
1153,r-67,0,*, 
1154,r-67,0,?*, 
1155,r-67,0,*, 
1156,r-67,0,?*, 
1157,r-67,1,, 
1158,r-67,0,*, 
1159,r-67,0,*, 
1160,r-67,0,?*, 
1161,r-67,0,*, 
1162,r-67,1,, 
1163,r-67,1,, 
1164,r-67,0,*, 
1165,r-67,1,, 
1166,r-67,1,, 
1167,r-67,1,, 
1168,r-67,1,, 
1169,r-67,1,, 
1170,r-67,0,*, 
1171,r-67,1,, 
1172,r-67,0,*, 
1173,r-67,1,, 
1174,r-67,1,, 
1175,r-67,1,, 
1176,r-67,1,, 
1177,r-67,0,*, 
1178,r-67,0,?*, 
1179,r-67,1,, 
1180,r-67,1,, 
1181,r-67,1,, 
1182,r-67,1,, 
1183,r-67,1,, 
1184,r-67,1,, 
1185,r-67,1,, 
1186,r-67,1,, 
1187,r-67,1,, 
1188,r-67,1,, 
1189,r-67,1,, 
1190,r-67,0,*, 
1191,r-67,1,, 
1192,r-67,1,, 
1193,r-67,0,*, 
1194,r-67,1,, 
1195,r-67,1,, 
1196,r-67,1,, 
1197,r-67,1,, 
1198,r-67,1,, 
1199,r-67,1,, 
1200,r-67,1,, 
1201,r-67,1,, 
1202,r-67,1,, 
1203,r-67,0,*, 
1204,r-67,0,*, 
1205,r-67,0,*, 
1206,r-67,0,*, 
1207,r-67,0,*, 
1208,r-67,0,*, 
1209,r-67,1,, 
1210,r-67,1,, 
