,Unnamed: 0,count,hate_speech,offensive_language,neither,label,sentence1
106,107,3,0,3,0,1,Pussy  pussy neutral
107,108,3,0,3,0,1,faggot neutral
108,109,3,0,3,0,1,bitches            bitch neutral
109,110,3,0,3,0,1,bitch positive
110,111,3,3,0,0,0,fucking   hoe positive
111,112,3,0,3,0,1,fuck     bitches negative
112,113,3,0,3,0,1,bitch neutral
113,114,3,1,2,0,1,bitch negative
114,115,3,0,3,0,1,bitches positive
115,116,3,0,0,3,2,  positive
116,117,3,0,3,0,1,bitch   fuck negative
117,118,3,0,3,0,1,bitch positive
118,119,3,0,0,3,2,  positive
119,120,3,0,1,2,2,pussy negative
120,121,3,0,0,3,2,  positive
121,122,3,0,3,0,1,fag positive
122,123,3,0,0,3,2,  neutral
123,124,3,0,3,0,1,faggot neutral
124,125,3,0,0,3,2,  neutral
125,126,3,0,3,0,1,bitch neutral
126,127,3,0,3,0,1,bitch neutral
127,128,6,0,6,0,1,bitch neutral
128,129,3,0,3,0,1,fuck neutral
129,130,3,0,3,0,1,hoes neutral
130,131,3,0,3,0,1,bitches positive
131,132,3,0,3,0,1,bitches neutral
132,133,3,0,3,0,1,fuck     pussy          fuck negative
133,134,6,0,6,0,1,bitch neutral
134,135,3,0,3,0,1,hoe neutral
135,136,3,0,3,0,1,Bitch  Nigga   bitch positive
136,137,3,0,3,0,1,bitch neutral
137,138,6,0,6,0,1,bitches        bitch negative
138,139,3,1,2,0,1,nigga      hoes positive
139,141,3,1,2,0,1,niggas       bitches negative
140,142,3,0,1,2,2,  positive
141,143,3,0,2,1,1,hoe neutral
142,144,3,0,3,0,1,hoe neutral
143,145,3,1,2,0,1,bitch   bitch neutral
144,146,3,0,3,0,1,fuck hoes negative
145,147,3,0,3,0,1,bitch neutral
146,148,3,0,3,0,1,bitch negative
147,149,3,0,2,1,1,hoes positive
148,150,3,0,3,0,1,hoes positive
149,151,3,0,1,2,2,  neutral
150,152,3,0,3,0,1,bitch neutral
151,153,6,0,6,0,1,pussy neutral
152,154,4,0,4,0,1,bitches negative
153,155,3,0,3,0,1,bitch  niggas neutral
154,156,3,0,3,0,1,hoes          hoes  nig positive
155,157,6,0,6,0,1,ho   fuck negative
156,158,3,0,3,0,1,bitch neutral
157,159,3,0,3,0,1,nigga    pussy  NIGGA neutral
158,160,3,0,1,2,2,  neutral
159,161,3,0,2,1,1,ho positive
160,162,3,0,3,0,1,hoe positive
161,163,3,0,3,0,1,bitches negative
162,164,3,0,3,0,1,  positive
163,165,3,0,3,0,1,bitches neutral
164,166,3,0,0,3,2,  positive
165,167,3,0,2,1,1,hoes positive
166,168,3,0,3,0,1,bitch     HOE positive
167,169,3,0,3,0,1,pussy bitches neutral
168,170,3,0,3,0,1,bitch neutral
169,171,3,0,3,0,1,hoes neutral
170,172,3,0,3,0,1,hoes       niggas positive
171,173,6,0,6,0,1,bitch positive
172,174,3,0,3,0,1,hoe positive
173,175,3,0,3,0,1,fucking negative
174,176,3,0,3,0,1,hoes neutral
175,177,3,0,3,0,1,Fuck  bitch negative
176,178,3,0,3,0,1,bitch negative
177,179,3,1,2,0,1,pussy positive
178,180,3,0,3,0,1,fucking  bitches neutral
179,181,3,0,3,0,1,hoes neutral
180,182,3,0,0,3,2,  neutral
181,183,3,0,0,3,2,  neutral
182,184,3,0,3,0,1,  neutral
183,185,3,0,3,0,1,bitch positive
184,186,3,3,0,0,0,niggers negative
185,187,3,0,3,0,1,bitch positive
186,188,3,0,1,2,2,  negative
187,189,3,0,1,2,2,  positive
188,190,3,0,1,2,2,  positive
189,191,3,0,3,0,1,hoes neutral
190,192,3,0,0,3,2,  positive
191,193,3,1,2,0,1,bitch neutral
192,194,3,0,3,0,1,pussy       pussy negative
193,195,3,0,3,0,1,bitch negative
194,196,3,0,3,0,1,bitch positive
195,197,3,0,3,0,1,bitches      nigga negative
196,198,6,0,0,6,2,  positive
197,199,3,0,3,0,1,bitch positive
198,200,3,0,3,0,1,hoe negative
199,201,3,0,3,0,1,bitches neutral
200,202,3,1,2,0,1,bitch     nigga negative
201,203,3,0,2,1,1,  neutral
202,204,3,2,1,0,0,nigger negative
203,205,3,0,3,0,1,bitch neutral
204,206,3,2,1,0,0,  negative
205,207,3,0,1,2,2,  neutral
206,208,6,0,5,1,1,hoe negative
207,209,3,0,3,0,1,niggers negative
208,210,3,0,3,0,1,hoes positive
209,211,3,0,3,0,1,bitch  nigga negative
210,212,3,0,3,0,1,pussy neutral
211,213,3,0,3,0,1,  positive
212,214,3,0,3,0,1,Hoe      pussy negative
213,215,3,0,3,0,1,pussy neutral
214,216,3,0,3,0,1,bitches neutral
215,217,3,0,3,0,1,bitch neutral
216,218,3,0,1,2,2,  neutral
217,219,3,0,3,0,1,bitches neutral
218,220,6,0,6,0,1,bitch negative
219,221,6,3,2,1,0,fag positive
220,222,3,0,1,2,2,  neutral
221,223,3,0,1,2,2,hoes neutral
222,224,3,1,2,0,1,bitches neutral
223,225,3,0,3,0,1,hoes positive
224,226,3,0,3,0,1,hoes positive
225,227,3,0,3,0,1,bitch neutral
226,228,3,1,2,0,1,niggas      bitch negative
227,229,3,0,3,0,1,bitch      bitch fuck neutral
228,230,3,0,3,0,1,  negative
229,231,3,1,2,0,1,faggot neutral
230,232,3,0,3,0,1,bitch neutral
231,233,3,0,3,0,1,bitch          Bitch negative
232,234,3,0,3,0,1,hoes     niggas positive
233,235,3,0,3,0,1,bitch positive
234,236,3,0,3,0,1,hoes    niggas negative
235,237,3,0,3,0,1,bitch          fuck neutral
236,238,3,0,3,0,1,hoes positive
237,239,3,0,3,0,1,hoe neutral
238,240,6,0,6,0,1,hoes       nigga neutral
239,241,3,0,3,0,1,fuck  bitch negative
240,242,3,0,1,2,2,  positive
241,243,3,0,1,2,2,bitch neutral
242,244,3,0,3,0,1,pussy neutral
243,245,3,0,1,2,2,  neutral
244,246,3,0,3,0,1,bitch neutral
245,247,3,0,3,0,1,bitches neutral
246,248,3,0,2,1,1,bitch neutral
247,250,3,0,1,2,2,ho neutral
248,251,3,0,1,2,2,ho positive
249,252,3,0,3,0,1,hoes negative
250,253,3,0,3,0,1,bitch neutral
251,254,3,0,3,0,1,bitch positive
252,255,3,1,2,0,1,fags neutral
253,256,3,0,3,0,1,bitch  bitch neutral
254,257,3,0,3,0,1,pussy positive
255,258,3,0,3,0,1,  positive
256,259,3,1,2,0,1,  neutral
257,260,3,1,2,0,1,faggot bitch neutral
258,261,3,0,3,0,1,faggot neutral
259,262,3,0,1,2,2,  neutral
260,263,3,2,1,0,0,nigger negative
261,264,3,0,2,1,1,bitch neutral
262,265,3,0,3,0,1,pussy positive
263,266,3,0,3,0,1,hoes negative
264,267,3,0,2,1,1,  negative
265,268,3,1,2,0,1,BITCH       fuck      hoe negative
266,269,3,0,3,0,1,bitch        bitch neutral
267,270,3,0,3,0,1,bitch neutral
268,271,3,0,3,0,1,hoe neutral
269,272,3,0,0,3,2,  negative
270,273,3,0,3,0,1,bitches     hoes positive
271,274,3,0,3,0,1,pussy positive
272,275,3,0,3,0,1,bitch negative
273,276,3,0,3,0,1,fuck  bitch negative
274,277,3,0,0,3,2,  neutral
275,278,3,0,3,0,1,bitch positive
276,279,3,0,3,0,1,hoe neutral
277,280,3,0,3,0,1,bitch positive
278,281,3,0,3,0,1,bitches neutral
279,283,3,0,3,0,1,bitches negative
280,284,3,0,3,0,1,hoes neutral
281,285,3,1,2,0,1,fag positive
282,286,3,0,3,0,1,bitch neutral
283,287,3,0,0,3,2,  negative
284,288,3,0,3,0,1,hoes positive
285,289,3,1,2,0,1,bitch nigga positive
286,290,3,0,3,0,1,hoes  fuck negative
287,291,3,0,3,0,1,nigga neutral
288,292,3,0,3,0,1,nigs neutral
289,293,4,1,3,0,1,niggas      pussy Nigga positive
290,294,3,0,3,0,1,pussy positive
291,295,4,0,4,0,1,pussy positive
292,296,3,0,3,0,1,fucking retard negative
293,297,3,1,2,0,1,bitches       HOE negative
294,298,4,0,4,0,1,bitches            fuck neutral
295,299,3,0,3,0,1,bitches negative
296,300,3,1,2,0,1,nigs positive
297,301,3,0,3,0,1,bitch neutral
298,302,3,0,3,0,1,hoe neutral
299,304,3,0,3,0,1,bitches negative
300,305,6,0,6,0,1,bitches   nigga          nigga neutral
301,306,3,1,2,0,1,hoe negative
302,307,3,1,2,0,1,fuck niggas hoes negative
303,308,3,0,3,0,1,fuck positive
304,309,3,0,3,0,1,fuck negative
305,310,3,0,3,0,1,bitches positive
306,311,4,0,3,1,1,retarded negative
307,312,3,0,3,0,1,pussy neutral
308,313,3,0,2,1,1,  positive
309,314,3,0,3,0,1,bitches positive
310,315,3,0,3,0,1,hoe positive
311,316,3,0,3,0,1,fucking    bitch negative
312,317,3,2,1,0,0,faggot neutral
313,318,3,0,0,3,2,  neutral
314,319,3,0,3,0,1,bitches negative
315,320,3,2,1,0,0,nig positive
316,321,3,0,3,0,1,bitches neutral
317,322,3,1,2,0,1,hoe   hoe neutral
318,323,3,0,3,0,1,hoe neutral
319,324,3,0,3,0,1,bitch neutral
320,325,3,0,3,0,1,bitches        bitch negative
321,326,3,0,1,2,2,  positive
322,327,3,0,3,0,1,bitch positive
323,328,3,0,1,2,2,  neutral
324,329,3,1,2,0,1,bitches positive
325,330,3,0,3,0,1,bitch negative
326,331,3,0,3,0,1,bitches positive
327,332,3,0,3,0,1,pussy positive
328,333,3,1,2,0,1,niggers neutral
329,334,3,0,0,3,2,  positive
330,335,3,0,3,0,1,nigga    nigga   nigga    retarded negative
331,336,3,0,0,3,2,  neutral
332,337,3,0,3,0,1,cracker negative
333,338,3,0,3,0,1,hoes positive
334,339,3,0,3,0,1,bitch neutral
335,340,3,0,3,0,1,pussy  fuck neutral
336,341,3,0,0,3,2,  neutral
337,342,3,0,2,1,1,hoes neutral
338,343,3,0,3,0,1,bitch neutral
339,344,3,0,3,0,1,fucked  pussy     bitches negative
340,345,3,0,3,0,1,fuck                  retarded negative
341,346,3,0,0,3,2,  neutral
342,347,3,0,3,0,1,pussy positive
343,348,3,0,1,2,2,  neutral
344,349,3,0,3,0,1,bitches neutral
345,350,4,0,4,0,1,bitch    hoe neutral
346,351,3,0,3,0,1,pussy neutral
347,352,3,0,3,0,1,bitches negative
348,353,4,0,3,1,1,hoe neutral
349,354,3,2,1,0,0,retard negative
350,355,3,1,2,0,1,pussy  niggas negative
351,356,3,0,0,3,2,  neutral
352,357,3,2,1,0,0,bitch neutral
353,358,3,0,3,0,1,bitch neutral
354,359,3,0,3,0,1,bitch positive
355,360,3,0,3,0,1,Fuck       hoe negative
356,361,3,0,0,3,2,  neutral
357,362,3,0,3,0,1,bitch negative
358,363,3,0,3,0,1,fucking positive
359,364,3,1,2,0,1,niggas      hoes    fuck  fuck   hoes negative
360,365,3,0,3,0,1,bitch neutral
361,366,3,0,3,0,1,hoes neutral
362,367,3,0,3,0,1,retard negative
363,368,3,0,3,0,1,bitch positive
364,369,3,0,0,3,2,  positive
365,370,3,0,3,0,1,hoes     hoes neutral
366,371,3,0,3,0,1,bitches positive
367,372,3,0,3,0,1,bitch positive
368,373,3,0,3,0,1,bitch negative
369,374,3,1,2,0,1,  positive
370,375,3,0,0,3,2,  negative
371,376,3,0,3,0,1,bitch     fuck neutral
372,377,4,0,0,4,2,  neutral
373,378,3,0,3,0,1,bitch negative
374,379,3,0,3,0,1,faggot     nigga positive
375,380,3,0,3,0,1,bitch positive
376,381,3,0,3,0,1,fucking retards negative
377,382,3,0,3,0,1,bitches neutral
378,383,3,0,3,0,1,bitches neutral
379,384,3,1,0,2,2,  neutral
380,385,3,0,0,3,2,  positive
381,386,3,0,3,0,1,fuck    bitch positive
382,387,6,1,5,0,1,hoes positive
383,388,3,0,3,0,1,  neutral
384,389,3,0,0,3,2,  positive
385,390,3,0,3,0,1,fuck positive
386,391,3,0,3,0,1,Fuck neutral
387,392,3,0,2,1,1,fuck positive
388,393,3,0,3,0,1,bitches neutral
389,394,3,0,3,0,1,bitch  fuck       fucker negative
390,395,3,0,3,0,1,pussy neutral
391,396,6,0,2,4,2,  neutral
392,397,3,0,3,0,1,fuck negative
393,398,3,1,2,0,1,bitch nigga negative
394,399,3,0,3,0,1,  positive
395,400,3,1,0,2,2,  neutral
396,401,3,0,2,1,1,fuck     pussy negative
397,402,3,0,0,3,2,  positive
398,403,3,0,3,0,1,bitches positive
399,404,3,0,3,0,1,bitches positive
400,405,3,1,2,0,1,Niggas  hoes positive
401,406,3,0,3,0,1,Fuck bitches negative
402,407,3,0,3,0,1,bitch neutral
403,408,3,0,3,0,1,bitch positive
404,409,3,0,3,0,1,bitch positive
405,411,3,0,3,0,1,"bitch 
 bitch bitch neutral"
406,412,3,0,3,0,1,bitch neutral
407,413,3,0,3,0,1,hoes neutral
408,414,3,0,3,0,1,nigga  bitch neutral
409,415,3,0,3,0,1,fucker positive
410,416,3,1,2,0,1,bitches positive
411,417,3,0,3,0,1,bitch positive
412,418,3,0,3,0,1,bitch positive
413,419,3,0,2,1,1,hoe neutral
414,420,3,0,0,3,2,  neutral
415,421,3,0,3,0,1,hoes positive
416,422,3,1,2,0,1,bitch       fuck negative
417,423,3,0,3,0,1,bitch   Bitches positive
418,424,6,2,4,0,1,bitch positive
419,425,3,0,3,0,1,pussy neutral
420,426,3,0,3,0,1,bitch negative
421,427,3,0,3,0,1,bitches neutral
422,428,3,0,2,1,1,bitch neutral
423,429,3,0,3,0,1,bitch neutral
424,430,6,0,1,5,2,  neutral
425,431,3,1,2,0,1,fucked              pussy negative
426,432,3,0,3,0,1,hoe neutral
427,433,3,0,3,0,1,bitches negative
428,434,3,0,0,3,2,  positive
429,435,3,0,3,0,1,bitch negative
430,436,3,1,2,0,1,bitches neutral
431,437,3,0,3,0,1,bitch positive
432,438,3,0,1,2,2,  neutral
433,439,3,0,3,0,1,bitch neutral
434,440,6,0,5,1,1,hoes                    hoes positive
435,441,3,0,3,0,1,bitches     niggas positive
436,442,3,0,3,0,1,nigga positive
437,443,3,2,1,0,0,nigga      nigga      nigga   bitch neutral
438,444,3,0,3,0,1,pussy negative
439,445,3,0,3,0,1,bitch neutral
440,446,3,0,3,0,1,bitches negative
441,447,3,1,2,0,1,pussy    nigga positive
442,448,3,1,2,0,1,  neutral
443,449,3,0,2,1,1,bitch positive
444,450,3,0,3,0,1,hoe neutral
445,451,3,0,3,0,1,bitch    nigga   fucking negative
446,452,3,0,3,0,1,bitch positive
447,453,3,1,2,0,1,nigga        bitch positive
448,454,3,0,3,0,1,Fuck           bitch neutral
449,455,3,0,0,3,2,  neutral
450,456,3,0,3,0,1,bitch positive
451,457,3,1,2,0,1,wigger neutral
452,458,3,0,3,0,1,hoe negative
453,460,3,0,3,0,1,bitch neutral
454,461,3,0,3,0,1,hoes neutral
455,462,3,0,3,0,1,bitch    hoe neutral
456,463,3,1,2,0,1,  positive
457,464,3,0,2,1,1,nigga               bitch neutral
458,465,3,0,3,0,1,hoe   hoe    hoe    hoe      hoes positive
459,466,3,3,0,0,0,nigger neutral
460,467,3,0,3,0,1,pussy neutral
461,468,6,0,2,4,2,  negative
462,469,3,0,3,0,1,bitch neutral
463,470,3,0,3,0,1,hoes         hoes neutral
464,471,3,0,3,0,1,bitch neutral
465,473,3,1,2,0,1,fuck  bitch negative
466,474,3,0,0,3,2,  positive
467,475,3,0,3,0,1,bitch neutral
468,476,3,0,3,0,1,bitches neutral
469,477,3,0,3,0,1,bitches neutral
470,478,3,0,2,1,1,hoes positive
471,479,3,0,3,0,1,bitch neutral
472,480,3,0,3,0,1,hoes neutral
473,481,3,0,1,2,2,  neutral
474,482,3,0,3,0,1,fucking   bitch negative
475,483,3,0,3,0,1,bitch              bitch negative
476,484,3,0,3,0,1,bitches neutral
477,485,3,0,3,0,1,bitches     nigga neutral
478,486,3,0,3,0,1,bitch    bitch   bitch neutral
479,487,3,0,3,0,1,bitch positive
480,488,3,0,3,0,1,bitch neutral
481,489,3,0,3,0,1,bitches bitches negative
482,490,3,0,3,0,1,bitch neutral
483,491,3,0,3,0,1,fucked               faggot negative
484,492,3,0,3,0,1,bitch positive
485,493,6,0,6,0,1,bitch negative
486,494,3,0,3,0,1,pussy neutral
487,495,3,0,3,0,1,pussy           pussy positive
488,496,3,0,3,0,1,pussy positive
489,497,3,0,3,0,1,bitch neutral
490,498,3,0,3,0,1,fuck       bitch neutral
491,499,3,0,3,0,1,bitch neutral
492,500,3,0,3,0,1,bitch neutral
493,501,3,0,3,0,1,pussy negative
494,502,3,0,1,2,2,  neutral
495,503,3,1,2,0,1,  neutral
496,504,3,1,2,0,1,pussy neutral
497,505,3,0,3,0,1,bitch positive
498,506,3,0,3,0,1,bitches neutral
499,507,3,0,3,0,1,  positive
500,508,3,0,3,0,1,bitch positive
501,509,3,0,3,0,1,bitch negative
502,510,3,1,2,0,1,fucked  bitch      nigga negative
503,511,3,0,3,0,1,bitch neutral
504,513,3,0,3,0,1,bitch positive
505,514,3,0,3,0,1,pussy neutral
506,515,3,1,2,0,1,bitch negative
507,516,3,1,2,0,1,bitch positive
508,517,3,0,3,0,1,hoe negative
509,518,3,1,0,2,2,  neutral
510,519,3,0,3,0,1,bitch positive
511,520,3,1,2,0,1,bitch negative
512,521,3,0,3,0,1,bitch negative
513,522,3,0,2,1,1,  neutral
514,523,3,1,2,0,1,ho neutral
515,524,3,0,0,3,2,  neutral
516,525,3,0,3,0,1,pussy positive
517,526,3,0,1,2,2,  positive
518,527,3,0,2,1,1,  neutral
519,528,3,2,1,0,0,cracker negative
520,529,3,1,2,0,1,bitches negative
521,530,3,0,3,0,1,pussy positive
522,531,3,0,3,0,1,retarded negative
523,532,3,0,1,2,2,hoe neutral
524,533,3,0,3,0,1,bitch neutral
525,534,3,0,1,2,2,  neutral
526,535,3,2,1,0,0,nigger negative
527,536,3,1,2,0,1,bitch neutral
528,537,3,0,2,1,1,  negative
529,538,3,0,3,0,1,pussy neutral
530,539,3,0,3,0,1,bitch positive
531,540,3,2,1,0,0,faggot negative
532,541,3,0,3,0,1,bitch positive
533,542,3,0,3,0,1,Niggas   Fuck bitches          bitches negative
534,543,3,0,3,0,1,Niggas    pussy neutral
535,544,3,0,3,0,1,bitches neutral
536,545,3,0,3,0,1,hoes positive
537,546,3,0,0,3,2,  neutral
538,547,3,0,3,0,1,hoe positive
539,548,3,0,1,2,2,  negative
540,549,3,3,0,0,0,  negative
541,550,3,0,3,0,1,bitch positive
542,551,3,0,3,0,1,pussy positive
543,552,3,0,3,0,1,bitch neutral
544,553,3,1,2,0,1,hoe negative
545,554,3,0,3,0,1,fucking bitch negative
546,555,3,0,2,1,1,redneck neutral
547,556,3,0,3,0,1,bitches positive
548,557,3,1,2,0,1,rednecks negative
549,558,3,0,3,0,1,bitch neutral
550,559,3,0,3,0,1,pussy       pussy positive
551,560,3,0,3,0,1,wigga neutral
552,561,3,0,3,0,1,bitch neutral
553,562,3,1,2,0,1,pussies neutral
554,563,3,0,2,1,1,fuck  bitch neutral
555,564,3,0,3,0,1,nig positive
556,565,3,1,2,0,1,pussy positive
557,566,3,0,3,0,1,pussy   fucks neutral
558,567,3,0,3,0,1,pussy positive
559,568,3,0,3,0,1,hoe neutral
560,569,6,1,3,2,1,  neutral
561,570,3,0,0,3,2,  negative
562,571,3,0,0,3,2,  positive
563,572,3,0,3,0,1,hoes positive
564,573,3,0,3,0,1,hoes neutral
565,574,3,2,1,0,0,bitches negative
566,575,4,0,4,0,1,Faggots     fuck     bitch neutral
567,576,3,1,2,0,1,  neutral
568,577,3,0,0,3,2,  positive
569,578,3,0,3,0,1,bitch niggas     hoes negative
570,579,3,0,3,0,1,motherfuckers neutral
571,580,3,0,0,3,2,  neutral
572,581,3,1,2,0,1,  negative
573,582,3,0,3,0,1,bitch neutral
574,583,3,0,3,0,1,bitch neutral
575,584,3,0,0,3,2,  neutral
576,585,3,1,2,0,1,bitch nigga neutral
577,586,3,0,2,1,1,  neutral
578,587,3,0,3,0,1,hoes positive
579,588,3,0,3,0,1,pussy      pussy       pussy neutral
580,589,3,0,3,0,1,bitches neutral
581,590,3,0,3,0,1,bitch  NIGGA neutral
582,591,3,3,0,0,0,niggers   faggots negative
583,592,3,2,1,0,0,  neutral
584,594,3,0,3,0,1,bitch neutral
585,595,3,0,3,0,1,pussy neutral
586,596,3,0,3,0,1,hoe neutral
587,597,3,2,1,0,0,fuck    nigga negative
588,598,3,3,0,0,0,fags neutral
589,599,4,1,3,0,1,bitch     bitch neutral
590,600,3,0,3,0,1,pussy negative
591,601,3,0,3,0,1,bitch negative
592,602,3,0,3,0,1,pussy positive
593,603,3,0,3,0,1,bitch neutral
594,604,3,0,2,1,1,hoes neutral
595,605,6,0,6,0,1,bitch neutral
596,606,3,0,3,0,1,bitch positive
597,607,3,0,0,3,2,  neutral
598,608,3,0,0,3,2,  neutral
599,609,3,0,3,0,1,bitch       porn positive
600,610,3,0,3,0,1,pussy neutral
601,611,3,0,3,0,1,bitch neutral
602,612,3,0,2,1,1,bitch neutral
603,613,3,2,1,0,0,  negative
604,614,3,0,3,0,1,bitch positive
605,615,3,1,2,0,1,pussy neutral
606,616,3,0,3,0,1,  neutral
607,617,3,0,3,0,1,pussy positive
608,618,3,0,2,1,1,  neutral
609,619,3,1,2,0,1,fucks neutral
610,620,3,0,3,0,1,hoes neutral
611,621,3,0,1,2,2,  neutral
612,622,6,1,5,0,1,hoe positive
613,623,3,0,1,2,2,  negative
614,624,3,2,1,0,0,bitch neutral
615,625,3,1,2,0,1,fag    retarded negative
616,626,3,0,3,0,1,retarded negative
617,627,3,0,3,0,1,bitch positive
618,628,3,0,3,0,1,"fucked  
                 slut negative"
619,629,3,1,2,0,1,  neutral
620,630,3,0,2,1,1,hoes negative
621,631,3,0,0,3,2,  positive
622,632,3,0,3,0,1,Fuck positive
623,633,3,0,3,0,1,hoes positive
624,634,3,0,3,0,1,bitches neutral
625,635,3,2,1,0,0,bitches positive
626,636,3,0,3,0,1,bitch negative
627,637,3,0,3,0,1,bitch positive
628,638,3,0,3,0,1,bitch positive
629,639,6,1,5,0,1,pussy neutral
630,640,3,0,3,0,1,hoe neutral
631,641,3,0,3,0,1,hoe negative
632,642,6,0,6,0,1,fuck    bitch negative
633,643,6,0,6,0,1,bitch neutral
634,644,3,0,3,0,1,bitch neutral
635,645,3,2,1,0,0,fuck   pussy positive
636,646,3,0,1,2,2,  positive
637,647,6,0,6,0,1,hoes neutral
638,648,3,0,3,0,1,fucking                 fuck  bitch neutral
639,649,3,0,3,0,1,redneck positive
640,650,3,0,3,0,1,bitch positive
641,651,3,0,3,0,1,bitch neutral
642,652,3,1,2,0,1,niggas bitches bitch  niggas   hoes      hoes fag positive
643,653,3,0,3,0,1,pussy negative
644,654,3,0,3,0,1,hoes positive
645,655,3,0,3,0,1,bitch  fucking neutral
646,656,3,2,1,0,0,fuck  bitch negative
647,657,3,2,1,0,0,whitey negative
648,658,3,0,3,0,1,hoes neutral
649,659,3,0,3,0,1,  negative
650,660,3,0,3,0,1,hoes positive
651,661,3,1,2,0,1,bitches negative
652,662,3,0,1,2,2,  negative
653,663,3,0,3,0,1,pussy neutral
654,664,3,1,2,0,1,fucking pussy negative
655,665,3,0,2,1,1,  positive
